portfolio_id,student_id,projects,certifications,github_repositories,github_score
1068,2068,2,3,12,48
1069,2069,5,5,5,47
1070,2070,5,6,14,72
1071,2071,3,5,12,22
1072,2072,3,4,3,52
1073,2073,3,3,8,37
1074,2074,2,2,2,46
1075,2075,5,6,8,56
1076,2076,4,5,10,76
1077,2077,4,5,12,65
1078,2078,4,4,5,50
1079,2079,2,2,9,38
1080,2080,2,2,10,33
1081,2081,1,2,6,40
1082,2082,5,6,8,63
1083,2083,4,3,8,49
1084,2084,2,2,10,47
1085,2085,2,1,3,15
1086,2086,2,2,11,34
1087,2087,3,5,10,41
1088,2088,3,2,10,46
1089,2089,3,4,3,48
1090,2090,2,3,8,32
1091,2091,3,3,6,69
1092,2092,2,1,9,38
1093,2093,0,1,9,18
1094,2094,3,3,4,60
1095,2095,3,5,4,52
1096,2096,3,3,12,72
1097,2097,4,5,13,50
1098,2098,1,2,6,29
1099,2099,2,3,5,41
1100,2100,1,1,9,30
1101,2101,3,2,5,38
1102,2102,2,2,8,36
1103,2103,4,4,12,64
1104,2104,3,4,9,54
1105,2105,3,3,5,45
1106,2106,4,5,6,72
1107,2107,0,1,8,15
1108,2108,4,4,11,67
1109,2109,2,2,6,38
1110,2110,3,3,9,46
1111,2111,3,3,6,46
1112,2112,1,2,9,22
1113,2113,2,2,7,38
1114,2114,5,4,8,71
1115,2115,2,2,7,32
1116,2116,1,1,6,23
1117,2117,3,3,12,45
1118,2118,1,1,4,19
1119,2119,1,1,3,25
1120,2120,5,5,6,68
1121,2121,3,2,5,55
1122,2122,2,4,8,41
1123,2123,3,4,6,44
1124,2124,1,2,2,36
1125,2125,2,2,5,50
1126,2126,4,4,12,48
1127,2127,2,3,8,30
1128,2128,5,5,6,97
1129,2129,3,4,8,46
1130,2130,2,1,3,40
1131,2131,2,2,7,37
1132,2132,3,2,10,43
1133,2133,1,1,8,30
1134,2134,5,6,7,60
1135,2135,4,5,12,70
1136,2136,1,2,5,30
1137,2137,2,4,4,47
1138,2138,4,4,12,74
1139,2139,1,2,5,28
1140,2140,1,2,3,31
1141,2141,2,3,6,29
1142,2142,3,4,9,21
1143,2143,2,1,11,42
1144,2144,4,3,6,58
1145,2145,2,2,4,19
1146,2146,3,2,12,65
1147,2147,2,2,3,69
1148,2148,2,2,8,39
1149,2149,1,2,4,25
1150,2150,1,2,9,35
1151,2151,4,4,14,73
1152,2152,1,2,11,24
1153,2153,5,4,14,59
1154,2154,1,2,2,44
1155,2155,1,2,6,54
1156,2156,1,3,8,28
1157,2157,1,3,3,10
1158,2158,2,3,6,43
1159,2159,4,4,5,67
1160,2160,3,5,8,45
1161,2161,4,5,12,68
1162,2162,3,3,9,60
1163,2163,2,2,7,55
1164,2164,3,4,13,41
1165,2165,1,1,8,31
1166,2166,1,3,8,31
1167,2167,1,2,10,30
1168,2168,2,1,7,37
1169,2169,3,4,12,57
1170,2170,4,4,11,65
1171,2171,2,2,10,41
1172,2172,5,4,11,64
1173,2173,2,2,9,40
1174,2174,2,3,11,47
1175,2175,4,4,11,49
1176,2176,1,2,6,29
1177,2177,1,2,7,27
1178,2178,4,3,4,50
1179,2179,2,1,5,40
1180,2180,4,4,7,53
1181,2181,4,3,10,55
1182,2182,1,2,1,38
1183,2183,4,6,6,77
1184,2184,4,4,6,53
1185,2185,2,2,4,45
1186,2186,1,2,11,32
1187,2187,4,5,4,57
1188,2188,5,4,9,67
1189,2189,4,5,13,69
1190,2190,2,1,2,34
1191,2191,4,4,14,59
1192,2192,1,2,3,31
1193,2193,2,3,2,29
1194,2194,1,1,10,27
1195,2195,3,3,10,47
1196,2196,2,1,7,44
1197,2197,3,3,6,39
1198,2198,2,3,9,48
1199,2199,2,1,9,53
1200,2200,2,4,3,46
1201,2201,1,2,8,28
1202,2202,3,4,9,16
1203,2203,3,3,10,50
1204,2204,3,2,10,53
1205,2205,2,0,12,25
1206,2206,5,5,7,77
1207,2207,4,4,6,51
1208,2208,2,1,12,57
1209,2209,2,3,7,42
1210,2210,4,4,12,55
1211,2211,4,4,5,62
1212,2212,2,3,3,36
1213,2213,4,5,12,59
1214,2214,1,1,6,32
1215,2215,1,2,9,21
1216,2216,1,2,1,36
1217,2217,1,2,10,42
1218,2218,2,3,9,41
1219,2219,3,5,3,51
1220,2220,3,4,9,64
1221,2221,4,4,9,58
1222,2222,5,6,5,81
1223,2223,2,3,4,36
1224,2224,2,4,7,52
1225,2225,5,5,9,71
1226,2226,2,3,5,38
1227,2227,5,5,14,79
1228,2228,3,4,12,42
1229,2229,4,5,9,52
1230,2230,3,4,5,48
1231,2231,3,5,12,52
1232,2232,2,4,5,29
1233,2233,3,4,4,36
1234,2234,2,1,8,55
1235,2235,1,1,9,40
1236,2236,3,3,8,51
1237,2237,1,1,1,46
1238,2238,4,5,13,56
1239,2239,4,6,7,45
1240,2240,3,5,8,49
1241,2241,4,5,10,56
1242,2242,0,2,2,10
1243,2243,3,5,9,66
1244,2244,1,2,10,35
1245,2245,3,4,8,24
1246,2246,2,2,12,55
1247,2247,2,1,12,30
1248,2248,4,4,6,49
1249,2249,2,4,11,55
1250,2250,4,3,4,68
1251,2251,3,3,5,52
1252,2252,3,5,8,58
1253,2253,2,2,6,38
1254,2254,3,5,4,54
1255,2255,2,3,11,59
1256,2256,3,4,9,45
1257,2257,4,3,7,57
1258,2258,4,6,11,48
1259,2259,4,3,14,62
1260,2260,3,3,4,61
1261,2261,1,2,6,26
1262,2262,1,1,11,33
1263,2263,2,2,2,28
1264,2264,3,4,7,60
1265,2265,2,1,2,25
1266,2266,3,4,12,33
1267,2267,3,4,10,50
1268,2268,1,2,7,36
1269,2269,4,5,7,79
1270,2270,1,1,1,14
1271,2271,4,3,4,73
1272,2272,4,4,5,63
1273,2273,2,3,4,45
1274,2274,2,3,3,34
1275,2275,4,4,14,72
1276,2276,4,5,10,53
1277,2277,3,4,9,48
1278,2278,3,3,11,48
1279,2279,3,4,3,55
1280,2280,0,0,5,24
1281,2281,2,2,11,52
1282,2282,2,3,4,41
1283,2283,2,3,4,50
1284,2284,3,4,9,33
1285,2285,1,3,7,44
1286,2286,5,4,15,76
1287,2287,2,2,4,35
1288,2288,4,4,7,64
1289,2289,4,6,5,52
1290,2290,0,2,8,10
1291,2291,2,2,6,39
1292,2292,2,3,8,25
1293,2293,4,4,9,73
1294,2294,1,1,11,21
1295,2295,2,1,9,36
1296,2296,3,3,11,51
1297,2297,2,4,5,53
1298,2298,3,5,4,56
1299,2299,2,1,4,47
1300,2300,1,1,5,24
1301,2301,3,3,5,49
1302,2302,2,3,10,39
1303,2303,2,2,3,31
1304,2304,3,5,7,50
1305,2305,1,1,9,36
1306,2306,2,2,10,42
1307,2307,1,2,5,20
1308,2308,4,3,11,50
1309,2309,3,3,11,30
1310,2310,1,1,9,29
1311,2311,2,4,8,29
1312,2312,4,4,5,49
1313,2313,1,1,5,24
1314,2314,2,3,8,47
1315,2315,3,5,12,49
1316,2316,2,3,10,54
1317,2317,3,3,13,54
1318,2318,2,2,2,48
1319,2319,1,2,10,33
1320,2320,3,2,7,33
1321,2321,3,3,6,65
1322,2322,2,3,7,46
1323,2323,3,5,7,50
1324,2324,2,4,11,38
1325,2325,2,3,9,32
1326,2326,3,4,4,43
1327,2327,4,3,12,41
1328,2328,2,2,7,30
1329,2329,1,2,11,33
1330,2330,4,5,12,69
1331,2331,1,2,7,28
1332,2332,3,4,9,72
1333,2333,3,2,7,33
1334,2334,4,5,6,60
1335,2335,1,3,8,32
1336,2336,4,5,6,51
1337,2337,1,3,10,24
1338,2338,3,4,11,46
1339,2339,1,3,8,46
1340,2340,3,5,9,69
1341,2341,1,2,10,12
1342,2342,2,1,7,30
1343,2343,0,0,5,10
1344,2344,4,4,8,71
1345,2345,0,1,3,13
1346,2346,3,5,6,32
1347,2347,3,4,5,54
1348,2348,2,2,9,38
1349,2349,0,0,4,11
1350,2350,2,3,3,52
1351,2351,1,3,3,57
1352,2352,3,3,3,46
1353,2353,3,3,13,58
1354,2354,1,2,9,10
1355,2355,4,5,8,77
1356,2356,4,5,6,55
1357,2357,2,2,6,47
1358,2358,1,2,10,28
1359,2359,4,2,7,57
1360,2360,2,2,6,47
1361,2361,2,2,11,34
1362,2362,3,3,10,57
1363,2363,1,3,4,28
1364,2364,1,2,3,31
1365,2365,4,5,6,59
1366,2366,2,4,11,36
1367,2367,2,2,11,43
1368,2368,2,1,3,32
1369,2369,2,1,9,26
1370,2370,3,4,10,60
1371,2371,3,3,7,41
1372,2372,3,4,7,60
1373,2373,2,2,11,37
1374,2374,4,4,8,51
1375,2375,4,5,14,84
1376,2376,5,5,5,93
1377,2377,3,6,3,40
1378,2378,2,3,5,41
1379,2379,2,2,2,50
1380,2380,3,5,12,61
1381,2381,3,5,13,63
1382,2382,2,2,3,48
1383,2383,2,1,6,39
1384,2384,3,4,7,53
1385,2385,2,4,10,31
1386,2386,2,1,11,54
1387,2387,3,3,12,72
1388,2388,2,3,10,35
1389,2389,2,1,8,29
1390,2390,2,1,7,36
1391,2391,2,3,10,31
1392,2392,3,6,13,41
1393,2393,2,2,8,40
1394,2394,3,3,4,54
1395,2395,0,1,9,27
1396,2396,2,2,10,24
1397,2397,4,5,8,58
1398,2398,1,1,11,36
1399,2399,2,2,12,37
1400,2400,3,4,10,63
1401,2401,2,1,11,27
1402,2402,2,2,5,51
1403,2403,2,1,3,46
1404,2404,2,2,5,49
1405,2405,1,1,11,28
1406,2406,1,2,6,33
1407,2407,0,1,5,10
1408,2408,2,0,2,34
1409,2409,3,4,9,58
1410,2410,2,1,8,36
1411,2411,0,0,5,28
1412,2412,3,4,5,44
1413,2413,2,3,11,43
1414,2414,2,2,2,33
1415,2415,2,3,12,40
1416,2416,1,2,10,40
1417,2417,1,1,10,38
1418,2418,3,3,9,47
1419,2419,3,4,11,77
1420,2420,1,2,10,29
1421,2421,1,2,1,26
1422,2422,3,3,12,25
1423,2423,3,3,10,35
1424,2424,4,4,5,69
1425,2425,5,4,12,67
1426,2426,3,4,9,61
1427,2427,3,1,8,62
1428,2428,2,3,12,25
1429,2429,2,4,6,28
1430,2430,2,2,12,38
1431,2431,4,4,8,58
1432,2432,1,1,6,28
1433,2433,3,3,9,51
1434,2434,1,3,3,18
1435,2435,3,5,11,51
1436,2436,2,1,12,28
1437,2437,4,6,10,60
1438,2438,3,3,7,49
1439,2439,2,2,9,34
1440,2440,2,2,5,36
1441,2441,4,4,5,46
1442,2442,2,2,4,36
1443,2443,1,0,10,32
1444,2444,3,5,10,55
1445,2445,3,3,7,50
1446,2446,1,2,5,47
1447,2447,2,3,8,50
1448,2448,2,2,10,41
1449,2449,4,3,5,66
1450,2450,1,1,6,18
1451,2451,0,1,2,39
1452,2452,3,4,8,51
1453,2453,2,3,10,48
1454,2454,1,1,11,37
1455,2455,2,2,9,37
1456,2456,2,2,4,43
1457,2457,2,2,2,38
1458,2458,4,4,13,49
1459,2459,1,3,3,38
1460,2460,3,5,12,46
1461,2461,1,1,3,21
1462,2462,2,2,9,45
1463,2463,4,4,11,53
1464,2464,3,3,5,42
1465,2465,3,3,4,58
1466,2466,3,3,5,54
1467,2467,3,2,3,44
1468,2468,2,1,2,49
1469,2469,3,3,7,46
1470,2470,3,4,6,50
1471,2471,2,2,10,38
1472,2472,3,4,8,61
1473,2473,2,1,9,36
1474,2474,2,2,4,47
1475,2475,4,4,5,61
1476,2476,4,5,11,53
1477,2477,1,2,11,38
1478,2478,2,2,5,47
1479,2479,4,5,10,59
1480,2480,2,1,7,50
1481,2481,3,5,6,35
1482,2482,1,2,11,25
1483,2483,2,3,2,46
1484,2484,4,3,4,54
1485,2485,3,4,5,39
1486,2486,1,1,2,42
1487,2487,4,4,10,66
1488,2488,2,1,7,39
1489,2489,3,3,9,51
1490,2490,3,4,11,71
1491,2491,2,3,9,38
1492,2492,5,5,13,69
1493,2493,1,2,2,31
1494,2494,2,3,6,44
1495,2495,2,3,9,56
1496,2496,2,2,12,38
1497,2497,4,5,4,58
1498,2498,3,3,12,55
1499,2499,1,2,3,37
1500,2500,1,2,9,44
1501,2501,3,4,8,57
1502,2502,2,4,12,23
1503,2503,3,4,6,54
1504,2504,2,4,11,44
1505,2505,3,6,11,46
1506,2506,3,3,12,36
1507,2507,1,1,9,17
1508,2508,0,2,1,24
1509,2509,2,2,12,43
1510,2510,4,3,6,70
1511,2511,2,3,2,32
1512,2512,3,4,11,51
1513,2513,2,2,10,43
1514,2514,1,3,1,36
1515,2515,3,3,9,53
1516,2516,1,1,7,18
1517,2517,3,2,12,45
1518,2518,2,3,8,50
1519,2519,4,4,12,50
1520,2520,3,6,8,58
1521,2521,3,5,13,40
1522,2522,2,2,12,34
1523,2523,3,4,3,52
1524,2524,3,3,5,64
1525,2525,3,4,12,39
1526,2526,2,4,8,51
1527,2527,1,1,10,40
1528,2528,4,4,8,43
1529,2529,3,3,5,48
1530,2530,3,5,9,44
1531,2531,1,1,1,35
1532,2532,2,2,7,32
1533,2533,0,0,9,10
1534,2534,4,6,11,59
1535,2535,1,0,10,11
1536,2536,1,1,1,34
1537,2537,4,6,11,74
1538,2538,2,3,4,34
1539,2539,3,3,5,59
1540,2540,1,1,10,34
1541,2541,5,5,7,66
1542,2542,2,0,6,51
1543,2543,2,4,7,37
1544,2544,3,3,8,57
1545,2545,4,5,10,58
1546,2546,4,3,6,58
1547,2547,3,2,12,48
1548,2548,4,5,12,44
1549,2549,3,5,10,55
1550,2550,4,5,12,72
1551,2551,2,2,5,39
1552,2552,2,2,12,51
1553,2553,3,5,7,63
1554,2554,3,3,12,57
1555,2555,2,4,6,29
1556,2556,1,1,7,32
1557,2557,2,3,6,32
1558,2558,1,1,2,28
1559,2559,1,1,1,24
1560,2560,3,3,7,39
1561,2561,1,1,6,23
1562,2562,2,3,9,39
1563,2563,2,3,9,33
1564,2564,3,5,6,31
1565,2565,2,4,4,39
1566,2566,4,5,5,63
1567,2567,2,1,6,35
1568,2568,1,2,11,37
1569,2569,4,5,10,78
1570,2570,2,3,10,39
1571,2571,2,2,6,30
1572,2572,3,5,5,38
1573,2573,2,2,9,36
1574,2574,0,1,10,18
1575,2575,3,4,9,48
1576,2576,3,5,4,58
1577,2577,5,5,13,69
1578,2578,5,4,7,84
1579,2579,1,2,1,38
1580,2580,3,3,4,40
1581,2581,2,2,6,51
1582,2582,4,5,4,72
1583,2583,2,3,7,39
1584,2584,2,2,12,37
1585,2585,1,3,6,29
1586,2586,4,5,7,57
1587,2587,2,1,9,58
1588,2588,0,2,7,10
1589,2589,3,4,7,57
1590,2590,1,2,1,31
1591,2591,3,5,5,42
1592,2592,3,4,4,56
1593,2593,4,4,11,62
1594,2594,1,1,2,15
1595,2595,1,1,11,10
1596,2596,3,3,5,43
1597,2597,2,3,4,34
1598,2598,2,3,8,54
1599,2599,2,3,7,32
1600,2600,3,4,13,61
1601,2601,1,1,5,28
1602,2602,0,0,7,22
1603,2603,0,1,7,10
1604,2604,2,2,10,29
1605,2605,4,4,7,64
1606,2606,2,1,6,50
1607,2607,5,4,5,61
1608,2608,5,5,7,67
1609,2609,3,5,6,44
1610,2610,4,5,14,52
1611,2611,4,5,11,61
1612,2612,2,3,3,38
1613,2613,4,5,14,59
1614,2614,1,1,1,25
1615,2615,2,4,5,37
1616,2616,3,3,5,44
1617,2617,3,4,6,69
1618,2618,2,1,6,36
1619,2619,2,2,10,43
1620,2620,4,4,12,74
1621,2621,5,5,13,72
1622,2622,4,5,4,59
1623,2623,5,4,15,57
1624,2624,3,3,12,58
1625,2625,3,4,6,50
1626,2626,3,5,4,56
1627,2627,2,1,8,31
1628,2628,3,3,4,30
1629,2629,1,2,5,33
1630,2630,2,4,3,42
1631,2631,3,3,9,38
1632,2632,2,2,6,32
1633,2633,2,4,8,46
1634,2634,4,5,11,58
1635,2635,3,4,12,59
1636,2636,1,1,4,13
1637,2637,2,2,12,40
1638,2638,1,2,7,27
1639,2639,3,4,7,56
1640,2640,0,2,3,15
1641,2641,4,5,13,45
1642,2642,5,4,15,76
1643,2643,4,4,12,64
1644,2644,3,3,12,49
1645,2645,3,4,7,42
1646,2646,2,2,3,34
1647,2647,1,3,9,52
1648,2648,3,3,6,61
1649,2649,5,5,11,65
1650,2650,4,3,14,49
1651,2651,3,3,10,46
1652,2652,1,1,8,20
1653,2653,5,6,15,60
1654,2654,2,3,3,43
1655,2655,3,3,9,52
1656,2656,2,2,6,29
1657,2657,2,3,4,49
1658,2658,2,1,4,50
1659,2659,3,4,5,55
1660,2660,1,2,9,35
1661,2661,2,2,5,47
1662,2662,1,2,7,32
1663,2663,1,3,1,48
1664,2664,1,2,8,31
1665,2665,3,3,10,47
1666,2666,4,3,12,35
1667,2667,1,1,9,33
1668,2668,3,4,13,46
1669,2669,0,0,2,22
1670,2670,4,3,10,67
1671,2671,1,2,11,24
1672,2672,1,1,9,29
1673,2673,4,4,14,71
1674,2674,4,3,5,63
1675,2675,3,3,3,61
1676,2676,4,6,4,56
1677,2677,4,5,7,66
1678,2678,5,4,5,81
1679,2679,3,4,13,52
1680,2680,3,5,11,57
1681,2681,2,2,2,35
1682,2682,3,4,9,39
1683,2683,0,1,5,18
1684,2684,3,4,12,67
1685,2685,2,2,8,42
1686,2686,2,2,4,42
1687,2687,2,2,9,42
1688,2688,3,3,4,47
1689,2689,3,4,9,48
1690,2690,5,5,13,55
1691,2691,5,6,5,77
1692,2692,1,1,4,10
1693,2693,4,5,11,44
1694,2694,2,3,10,26
1695,2695,4,4,4,65
1696,2696,3,4,4,68
1697,2697,2,3,4,25
1698,2698,3,3,9,43
1699,2699,2,2,10,44
1700,2700,4,4,10,42
1701,2701,4,5,13,62
1702,2702,5,5,9,60
1703,2703,1,1,11,33
1704,2704,3,3,7,41
1705,2705,3,3,11,46
1706,2706,0,2,9,24
1707,2707,3,1,7,33
1708,2708,1,3,1,48
1709,2709,4,4,9,56
1710,2710,0,1,4,24
1711,2711,2,1,8,49
1712,2712,4,4,13,62
1713,2713,4,4,12,43
1714,2714,2,1,9,39
1715,2715,3,3,5,58
1716,2716,2,5,12,39
1717,2717,2,2,3,46
1718,2718,3,2,10,64
1719,2719,4,4,10,50
1720,2720,3,4,4,54
1721,2721,4,5,12,49
1722,2722,2,2,8,32
1723,2723,1,2,5,25
1724,2724,5,5,11,67
1725,2725,1,2,6,17
1726,2726,5,5,5,86
1727,2727,3,2,9,57
1728,2728,2,4,8,30
1729,2729,4,4,5,58
1730,2730,1,2,5,38
1731,2731,2,4,9,46
1732,2732,4,5,13,62
1733,2733,4,5,5,64
1734,2734,4,5,10,59
1735,2735,3,2,12,47
1736,2736,3,4,5,51
1737,2737,5,5,8,56
1738,2738,1,1,3,23
1739,2739,2,3,7,33
1740,2740,4,5,5,43
1741,2741,3,5,10,56
1742,2742,2,2,6,37
1743,2743,2,2,4,28
1744,2744,3,3,12,61
1745,2745,1,1,8,23
1746,2746,1,2,1,41
1747,2747,2,2,5,47
1748,2748,2,3,9,31
1749,2749,2,2,11,25
1750,2750,4,4,14,51
1751,2751,2,2,10,46
1752,2752,5,5,7,59
1753,2753,1,2,4,34
1754,2754,2,2,10,28
1755,2755,3,3,5,49
1756,2756,4,4,10,69
1757,2757,2,3,9,56
1758,2758,2,3,4,26
1759,2759,2,4,11,43
1760,2760,4,3,5,52
1761,2761,3,4,6,59
1762,2762,4,4,6,50
1763,2763,5,4,8,88
1764,2764,1,2,7,33
1765,2765,2,4,2,38
1766,2766,3,3,13,37
1767,2767,1,2,1,37
1768,2768,3,2,10,32
1769,2769,4,6,8,70
1770,2770,1,2,8,36
1771,2771,1,2,2,25
1772,2772,1,1,6,40
1773,2773,4,4,5,75
1774,2774,3,3,11,56
1775,2775,4,5,12,57
1776,2776,2,2,10,34
1777,2777,4,4,9,43
1778,2778,2,3,7,33
1779,2779,3,3,7,44
1780,2780,3,2,8,47
1781,2781,1,2,2,36
1782,2782,3,2,9,59
1783,2783,2,3,8,45
1784,2784,3,2,9,46
1785,2785,4,5,12,64
1786,2786,4,5,12,50
1787,2787,2,3,2,44
1788,2788,4,5,12,70
1789,2789,3,3,9,57
1790,2790,3,6,3,41
1791,2791,1,3,4,11
1792,2792,3,2,3,45
1793,2793,5,5,14,70
1794,2794,5,5,15,70
1795,2795,3,3,10,57
1796,2796,4,4,14,51
1797,2797,2,3,3,45
1798,2798,3,4,4,50
1799,2799,1,1,9,36
1800,2800,5,5,6,70
1801,2801,4,4,7,50
1802,2802,5,5,11,92
1803,2803,4,4,7,74
1804,2804,2,2,11,33
1805,2805,2,2,2,49
1806,2806,1,3,5,23
1807,2807,1,2,3,40
1808,2808,2,2,3,42
1809,2809,3,5,12,56
1810,2810,1,2,10,50
1811,2811,1,1,8,26
1812,2812,0,2,8,10
1813,2813,3,3,10,70
1814,2814,3,5,3,44
1815,2815,3,4,4,61
1816,2816,2,3,4,44
1817,2817,4,4,10,63
1818,2818,2,4,8,32
1819,2819,2,2,9,52
1820,2820,4,5,5,54
1821,2821,2,2,7,45
1822,2822,3,3,13,62
1823,2823,2,3,5,58
1824,2824,1,2,2,47
1825,2825,2,2,4,35
1826,2826,3,3,5,48
1827,2827,2,1,10,52
1828,2828,1,2,6,31
1829,2829,3,2,13,55
1830,2830,2,3,10,52
1831,2831,4,5,13,73
1832,2832,3,2,10,57
1833,2833,3,1,3,61
1834,2834,3,3,12,46
1835,2835,4,3,14,80
1836,2836,3,4,10,67
1837,2837,4,4,12,56
1838,2838,3,5,4,33
1839,2839,1,2,5,28
1840,2840,2,2,10,53
1841,2841,4,5,6,66
1842,2842,3,4,11,56
1843,2843,3,4,8,60
1844,2844,1,2,3,25
1845,2845,3,3,5,65
1846,2846,3,3,3,34
1847,2847,1,2,6,26
1848,2848,2,3,9,28
1849,2849,2,2,8,51
1850,2850,5,5,11,66
1851,2851,4,4,11,58
1852,2852,3,4,12,64
1853,2853,4,5,13,49
1854,2854,4,3,12,58
1855,2855,2,4,10,15
1856,2856,2,2,12,50
1857,2857,2,2,11,29
1858,2858,2,3,2,45
1859,2859,1,0,2,17
1860,2860,5,5,12,51
1861,2861,2,1,3,43
1862,2862,1,2,1,20
1863,2863,5,5,8,56
1864,2864,2,2,3,33
1865,2865,3,5,13,44
1866,2866,1,1,7,29
1867,2867,3,4,5,43
1868,2868,3,4,12,51
1869,2869,3,5,5,71
1870,2870,2,2,7,36
1871,2871,2,4,10,38
1872,2872,3,4,9,34
1873,2873,4,3,12,56
1874,2874,3,3,8,58
1875,2875,2,2,8,37
1876,2876,3,4,9,58
1877,2877,1,2,6,26
1878,2878,2,3,12,34
1879,2879,4,3,12,68
1880,2880,2,2,11,33
1881,2881,2,2,12,43
1882,2882,1,2,5,26
1883,2883,4,5,5,59
1884,2884,5,5,10,71
1885,2885,4,4,12,55
1886,2886,3,4,11,41
1887,2887,2,3,11,43
1888,2888,1,1,9,36
1889,2889,3,3,3,58
1890,2890,2,2,10,40
1891,2891,2,3,3,46
1892,2892,3,3,13,49
1893,2893,3,2,5,49
1894,2894,4,4,5,66
1895,2895,2,3,2,59
1896,2896,4,5,13,52
1897,2897,3,3,12,49
1898,2898,4,4,13,69
1899,2899,1,0,9,35
1900,2900,4,3,7,47
1901,2901,2,4,11,26
1902,2902,4,5,12,77
1903,2903,1,1,9,28
1904,2904,3,5,12,35
1905,2905,2,2,6,51
1906,2906,2,3,8,43
1907,2907,3,4,13,55
1908,2908,3,5,13,60
1909,2909,5,5,13,83
1910,2910,3,3,13,44
1911,2911,3,2,4,39
1912,2912,5,4,6,73
1913,2913,4,4,10,67
1914,2914,4,5,8,71
1915,2915,4,4,4,55
1916,2916,1,2,7,36
1917,2917,2,3,3,42
1918,2918,5,5,13,51
1919,2919,3,4,5,66
1920,2920,4,4,14,34
1921,2921,2,3,5,50
1922,2922,1,2,3,42
1923,2923,1,1,10,30
1924,2924,3,3,12,58
1925,2925,2,2,9,27
1926,2926,3,4,11,39
1927,2927,2,1,6,31
1928,2928,2,3,5,38
1929,2929,3,4,3,55
1930,2930,1,1,6,42
1931,2931,3,3,4,54
1932,2932,3,3,13,59
1933,2933,3,2,6,51
1934,2934,3,4,3,51
1935,2935,2,3,4,40
1936,2936,2,3,11,52
1937,2937,1,1,4,38
1938,2938,3,5,11,49
1939,2939,2,2,4,30
1940,2940,3,2,12,57
1941,2941,3,5,8,44
1942,2942,1,1,7,39
1943,2943,3,3,10,56
1944,2944,3,3,10,67
1945,2945,2,4,11,41
1946,2946,3,3,3,46
1947,2947,3,4,4,47
1948,2948,1,2,10,19
1949,2949,4,5,9,64
1950,2950,4,5,14,44
1951,2951,3,2,6,57
1952,2952,3,2,3,46
1953,2953,3,3,11,49
1954,2954,2,2,7,44
1955,2955,2,0,7,45
1956,2956,5,5,15,65
1957,2957,4,5,13,43
1958,2958,5,5,8,73
1959,2959,0,2,2,12
1960,2960,4,4,10,52
1961,2961,2,3,10,58
1962,2962,3,3,10,60
1963,2963,3,4,7,45
1964,2964,2,3,7,43
1965,2965,2,2,6,20
1966,2966,4,5,6,63
1967,2967,1,2,7,28
1968,2968,3,5,12,47
1969,2969,3,4,4,45
1970,2970,1,2,5,43
1971,2971,3,5,10,45
1972,2972,4,5,9,58
1973,2973,4,4,12,58
1974,2974,4,3,4,64
1975,2975,2,2,6,21
1976,2976,2,2,6,48
1977,2977,3,2,8,47
1978,2978,2,2,12,43
1979,2979,3,5,10,46
1980,2980,2,2,5,45
1981,2981,2,2,7,46
1982,2982,2,1,2,24
1983,2983,4,4,6,57
1984,2984,2,0,6,45
1985,2985,2,1,5,25
1986,2986,3,2,10,47
1987,2987,0,2,0,11
1988,2988,1,1,3,32
1989,2989,3,3,7,55
1990,2990,5,6,11,89
1991,2991,0,2,1,15
1992,2992,5,5,7,79
1993,2993,3,5,4,47
1994,2994,2,3,12,35
1995,2995,2,4,7,48
1996,2996,1,1,6,46
1997,2997,3,4,6,51
1998,2998,2,3,4,31
1999,2999,2,3,4,19
2000,3000,3,3,11,48
2001,3001,2,3,3,41
2002,3002,1,2,2,22
2003,3003,3,3,11,35
2004,3004,4,5,4,75
2005,3005,2,2,6,43
2006,3006,5,4,15,65
2007,3007,4,4,10,68
2008,3008,2,2,10,42
2009,3009,1,2,8,29
2010,3010,3,4,7,62
2011,3011,2,2,9,20
2012,3012,2,2,5,52
2013,3013,0,1,7,30
2014,3014,2,3,8,21
2015,3015,4,6,6,62
2016,3016,1,1,10,44
2017,3017,0,1,9,22
2018,3018,4,3,5,49
2019,3019,2,4,4,31
2020,3020,3,4,11,50
2021,3021,1,1,2,32
2022,3022,1,2,11,26
2023,3023,2,1,4,36
2024,3024,3,5,5,39
2025,3025,5,4,12,67
2026,3026,0,2,2,12
2027,3027,3,5,4,63
2028,3028,4,5,10,59
2029,3029,2,4,7,36
2030,3030,3,3,9,45
2031,3031,1,2,7,24
2032,3032,3,5,11,45
2033,3033,4,4,4,71
2034,3034,2,3,12,10
2035,3035,3,2,7,37
2036,3036,3,3,4,57
2037,3037,2,3,3,33
2038,3038,3,2,6,41
2039,3039,2,1,12,38
2040,3040,3,3,7,45
2041,3041,1,1,6,28
2042,3042,4,4,10,58
2043,3043,3,4,11,41
2044,3044,4,5,10,66
2045,3045,1,3,9,39
2046,3046,3,4,5,70
2047,3047,4,3,10,68
2048,3048,3,3,11,48
2049,3049,3,4,6,55
2050,3050,3,4,8,23
2051,3051,1,3,10,17
2052,3052,2,2,4,21
2053,3053,2,2,2,28
2054,3054,2,2,5,43
2055,3055,1,2,9,22
2056,3056,3,4,4,43
2057,3057,1,2,5,21
2058,3058,2,1,3,39
2059,3059,4,5,4,48
2060,3060,1,3,1,36
2061,3061,1,2,7,43
2062,3062,1,2,3,30
2063,3063,3,4,4,41
2064,3064,4,5,9,70
2065,3065,2,3,3,41
