skill_id,student_id,python,java,sql,machine_learning,data_science,communication,coding_score
734,1734,51,48,48,48,40,58,135
735,1735,100,100,100,96,96,100,430
736,1736,51,44,57,36,55,60,219
737,1737,78,79,83,65,68,73,414
738,1738,95,86,100,77,93,93,332
739,1739,86,94,85,74,81,83,440
740,1740,87,78,81,82,75,77,317
741,1741,84,85,83,83,69,84,377
742,1742,67,59,68,64,69,71,270
743,1743,78,72,72,70,71,85,114
744,1744,75,82,69,67,61,73,200
745,1745,54,51,56,43,58,51,97
746,1746,100,100,100,86,100,81,505
747,1747,45,49,47,42,38,58,0
748,1748,86,81,83,85,79,74,395
749,1749,82,92,86,80,70,87,359
750,1750,83,73,91,67,79,94,272
751,1751,75,70,70,68,63,64,305
752,1752,60,59,57,54,63,49,221
753,1753,66,59,60,49,61,58,97
754,1754,100,93,100,96,100,86,446
755,1755,84,81,77,82,88,69,413
756,1756,62,66,69,50,48,52,219
757,1757,89,99,89,77,88,84,371
758,1758,56,55,52,44,56,59,122
759,1759,86,85,82,68,90,100,353
760,1760,74,66,69,60,78,65,325
761,1761,86,94,83,82,85,79,434
762,1762,62,65,66,61,57,66,75
763,1763,69,64,63,51,74,79,337
764,1764,86,78,89,77,88,89,339
765,1765,67,77,66,58,63,66,252
766,1766,97,91,93,99,97,81,498
767,1767,92,94,90,75,79,100,387
768,1768,97,100,100,80,98,100,396
769,1769,93,94,86,86,93,70,437
770,1770,77,76,79,62,69,85,339
771,1771,63,73,68,45,52,66,144
772,1772,73,74,78,58,68,60,245
773,1773,94,98,90,95,82,96,384
774,1774,99,100,94,100,94,100,479
775,1775,87,87,82,71,91,82,386
776,1776,92,90,88,88,80,77,241
777,1777,100,94,100,82,100,100,421
778,1778,76,86,82,61,65,65,336
779,1779,59,51,52,60,64,59,134
780,1780,97,96,94,98,100,100,344
781,1781,61,60,58,58,53,67,91
782,1782,98,93,98,83,83,100,405
783,1783,71,71,78,69,60,62,234
784,1784,47,46,42,37,38,52,63
785,1785,83,90,83,85,75,78,392
786,1786,59,51,61,58,46,49,167
787,1787,60,62,52,54,59,75,289
788,1788,78,72,71,76,81,67,456
789,1789,88,89,81,82,83,68,480
790,1790,100,100,100,84,100,100,390
791,1791,65,67,58,67,58,66,179
792,1792,90,92,89,77,78,83,458
793,1793,96,89,98,98,83,76,446
794,1794,53,61,59,50,46,60,144
795,1795,95,100,96,84,84,100,462
796,1796,78,80,85,77,69,85,316
797,1797,58,60,59,55,48,53,220
798,1798,50,41,47,50,47,63,151
799,1799,86,93,88,70,79,97,339
800,1800,66,72,72,56,62,57,68
801,1801,60,56,55,61,53,59,182
802,1802,55,52,56,54,55,46,113
803,1803,78,78,85,64,75,64,243
804,1804,90,100,89,88,87,86,350
805,1805,84,93,90,86,75,72,323
806,1806,76,75,69,73,73,83,209
807,1807,71,61,65,71,61,81,169
808,1808,78,87,75,78,73,85,347
809,1809,64,59,61,47,53,64,79
810,1810,74,75,81,65,72,72,143
811,1811,67,73,67,50,60,49,183
812,1812,56,58,58,38,61,52,32
813,1813,94,88,92,91,84,89,440
814,1814,77,74,69,66,76,67,228
815,1815,75,83,72,58,79,74,212
816,1816,67,69,71,68,66,71,59
817,1817,68,60,61,70,65,75,264
818,1818,92,85,93,75,86,88,479
819,1819,96,87,94,95,94,96,462
820,1820,61,51,68,49,48,62,118
821,1821,84,84,83,84,88,88,471
822,1822,62,64,70,47,51,58,148
823,1823,65,61,59,63,56,71,202
824,1824,76,70,74,66,74,78,366
825,1825,70,67,72,61,55,72,31
826,1826,93,91,87,90,84,93,455
827,1827,78,69,86,78,68,78,221
828,1828,72,66,79,73,60,79,158
829,1829,80,86,87,76,69,78,224
830,1830,74,72,67,56,70,83,224
831,1831,60,69,58,51,53,49,69
832,1832,76,78,77,64,65,75,407
833,1833,98,89,90,82,98,93,445
834,1834,76,67,84,75,75,74,244
835,1835,79,85,87,77,72,77,323
836,1836,92,82,99,84,94,96,392
837,1837,64,70,67,60,69,67,115
838,1838,92,97,94,84,81,94,430
839,1839,73,72,73,63,66,58,174
840,1840,75,81,81,60,71,61,262
841,1841,65,69,63,54,64,53,135
842,1842,81,73,84,80,81,86,273
843,1843,57,49,53,43,46,47,173
844,1844,71,76,64,73,76,59,396
845,1845,81,82,74,66,67,77,379
846,1846,92,83,94,90,81,88,280
847,1847,49,40,46,35,51,43,0
848,1848,55,51,51,39,47,69,33
849,1849,77,72,76,59,78,75,220
850,1850,85,76,92,70,80,75,463
851,1851,62,55,70,58,67,68,115
852,1852,91,82,86,89,93,95,439
853,1853,63,70,67,49,65,66,107
854,1854,77,69,75,76,69,68,260
855,1855,57,56,61,55,46,57,225
856,1856,100,100,99,86,97,95,348
857,1857,71,61,76,70,66,66,178
858,1858,52,53,52,52,44,60,66
859,1859,90,97,95,73,84,89,418
860,1860,94,88,88,81,82,91,451
861,1861,83,73,75,81,78,80,247
862,1862,80,73,74,64,83,76,107
863,1863,91,81,84,91,79,85,357
864,1864,64,60,57,61,54,66,148
865,1865,65,64,58,59,56,60,213
866,1866,87,97,79,89,77,93,303
867,1867,100,92,100,92,97,100,498
868,1868,99,100,100,81,100,100,472
869,1869,100,100,99,100,91,100,375
870,1870,61,71,53,55,65,47,161
871,1871,82,77,88,72,70,98,176
872,1872,74,74,70,62,69,72,125
873,1873,76,67,70,69,74,72,247
874,1874,61,66,67,52,57,64,3
875,1875,61,58,56,61,64,73,90
876,1876,58,58,53,49,47,62,249
877,1877,65,69,73,63,64,69,112
878,1878,81,87,88,68,72,88,372
879,1879,81,90,76,69,82,77,243
880,1880,87,83,87,82,88,83,303
881,1881,66,62,70,65,70,69,83
882,1882,64,62,68,59,51,61,93
883,1883,71,67,72,55,64,77,231
884,1884,64,58,69,64,49,61,170
885,1885,77,80,70,77,73,72,228
886,1886,89,92,95,75,76,76,439
887,1887,60,51,57,52,55,63,332
888,1888,57,48,54,48,54,61,125
889,1889,77,77,69,67,81,72,278
890,1890,53,61,45,48,45,59,150
891,1891,65,68,69,49,61,73,154
892,1892,80,71,87,75,72,80,172
893,1893,86,86,90,69,74,79,282
894,1894,72,63,69,55,57,88,173
895,1895,60,70,65,46,54,58,194
896,1896,80,81,74,78,82,89,480
897,1897,78,68,76,64,67,83,438
898,1898,81,78,74,78,70,88,295
899,1899,81,73,83,67,70,87,241
900,1900,73,79,80,60,75,79,237
901,1901,68,58,68,69,60,67,76
902,1902,52,61,49,41,44,61,120
903,1903,72,71,73,67,73,75,240
904,1904,100,100,100,97,92,92,399
905,1905,58,50,61,47,48,54,94
906,1906,61,53,60,55,46,65,347
907,1907,69,72,63,61,70,78,134
908,1908,92,96,87,93,84,92,211
909,1909,97,87,93,89,88,100,429
910,1910,86,78,94,72,79,77,325
911,1911,96,100,90,89,92,83,436
912,1912,87,96,86,84,80,90,436
913,1913,81,81,75,74,79,75,219
914,1914,92,90,87,93,94,92,415
915,1915,72,81,79,54,77,64,285
916,1916,53,59,53,46,50,49,121
917,1917,80,86,80,80,82,66,199
918,1918,60,56,59,56,64,58,207
919,1919,91,93,83,90,81,100,343
920,1920,55,48,51,51,57,64,88
921,1921,80,87,77,72,65,87,354
922,1922,88,95,88,84,74,92,378
923,1923,71,71,66,63,59,65,171
924,1924,67,77,61,68,52,81,270
925,1925,69,66,62,58,74,65,136
926,1926,72,67,70,73,69,73,351
927,1927,80,89,76,78,75,85,318
928,1928,55,53,50,54,51,52,113
929,1929,80,70,84,63,70,73,166
930,1930,73,77,81,65,64,84,297
931,1931,58,58,52,44,57,61,355
932,1932,85,95,78,87,78,87,440
933,1933,68,74,72,61,70,74,250
934,1934,91,92,90,77,91,96,373
935,1935,72,65,80,64,62,69,158
936,1936,87,87,92,82,80,77,449
937,1937,75,65,82,71,76,75,276
938,1938,64,57,71,46,65,61,125
939,1939,71,76,71,58,64,65,272
940,1940,55,57,52,48,45,58,150
941,1941,69,59,63,53,60,71,161
942,1942,95,95,100,96,87,92,449
943,1943,75,75,73,67,76,71,184
944,1944,79,75,83,77,83,75,311
945,1945,75,67,80,73,75,63,385
946,1946,79,72,73,61,81,78,149
947,1947,80,70,82,66,70,79,190
948,1948,93,98,96,86,96,96,370
949,1949,85,81,77,74,84,83,292
950,1950,91,83,90,80,89,97,373
951,1951,83,73,81,82,69,91,413
952,1952,78,72,84,61,64,87,92
953,1953,73,69,68,55,59,89,262
954,1954,59,68,51,42,51,54,177
955,1955,76,86,81,62,66,82,338
956,1956,73,67,68,59,65,72,105
957,1957,100,100,100,93,100,97,345
958,1958,73,70,79,55,63,89,211
959,1959,88,78,90,70,92,84,309
960,1960,76,85,75,76,75,73,274
961,1961,90,96,93,92,81,85,454
962,1962,83,83,77,70,78,71,231
963,1963,94,90,92,85,84,100,334
964,1964,94,84,86,77,99,98,395
965,1965,64,63,58,56,67,77,204
966,1966,90,90,88,88,77,95,352
967,1967,95,90,100,82,81,94,499
968,1968,63,68,70,61,59,68,118
969,1969,81,85,76,77,73,79,144
970,1970,88,79,89,79,78,91,315
971,1971,72,70,76,59,70,67,265
972,1972,55,65,54,40,45,52,136
973,1973,50,57,44,47,55,37,72
974,1974,66,72,62,61,65,67,98
975,1975,66,61,73,62,66,54,180
976,1976,91,98,86,77,76,89,318
977,1977,77,70,73,77,62,71,237
978,1978,69,63,64,67,74,67,459
979,1979,97,94,90,99,99,88,402
980,1980,52,45,48,48,43,54,134
981,1981,84,90,80,77,78,87,393
982,1982,98,100,100,97,88,95,407
983,1983,75,69,71,77,65,76,105
984,1984,62,57,70,57,55,41,94
985,1985,43,48,46,26,30,45,63
986,1986,48,41,46,34,47,68,131
987,1987,84,78,76,84,84,82,395
988,1988,76,82,82,71,76,74,263
989,1989,80,87,84,70,70,89,186
990,1990,62,57,62,58,49,66,231
991,1991,89,98,94,88,83,91,292
992,1992,61,64,64,60,61,57,218
993,1993,54,54,49,43,56,66,59
994,1994,62,66,68,50,48,58,50
995,1995,86,80,84,86,76,84,308
996,1996,49,58,48,50,48,52,137
997,1997,72,76,80,63,60,74,221
998,1998,88,86,90,88,81,86,339
999,1999,56,55,64,44,46,60,148
1000,2000,70,67,72,70,62,76,308
1001,2001,92,97,87,78,84,100,422
1002,2002,95,93,87,90,91,86,451
1003,2003,69,63,73,71,74,75,238
1004,2004,81,77,73,68,80,87,390
1005,2005,84,85,90,86,79,89,369
1006,2006,71,64,65,71,73,74,297
1007,2007,68,74,73,55,64,69,291
1008,2008,62,72,58,44,63,49,159
1009,2009,87,97,82,77,81,85,372
1010,2010,89,86,90,74,74,87,455
1011,2011,78,79,86,79,67,72,378
1012,2012,61,62,65,61,63,53,167
1013,2013,58,59,64,40,58,64,98
1014,2014,72,65,76,55,64,71,55
1015,2015,95,94,89,88,86,92,328
1016,2016,98,100,91,81,89,98,295
1017,2017,100,97,100,95,100,96,403
1018,2018,61,55,62,45,46,36,54
1019,2019,68,58,60,51,62,77,198
1020,2020,76,79,74,73,74,66,242
1021,2021,89,82,94,80,93,92,376
1022,2022,64,74,72,61,64,66,8
1023,2023,73,64,75,56,74,80,266
1024,2024,70,80,64,70,57,67,289
1025,2025,75,73,69,76,75,76,134
1026,2026,69,70,73,64,72,65,172
1027,2027,68,62,70,64,63,75,65
1028,2028,81,84,77,73,84,80,299
1029,2029,57,61,52,54,52,59,168
1030,2030,64,61,59,65,66,67,194
1031,2031,86,94,93,84,71,95,414
1032,2032,87,91,81,77,85,80,329
1033,2033,94,91,86,88,87,85,348
1034,2034,80,73,76,75,84,70,265
1035,2035,68,67,61,61,62,76,148
1036,2036,64,73,59,55,53,60,275
1037,2037,74,78,71,76,73,68,171
1038,2038,60,58,57,42,51,56,313
1039,2039,84,83,82,74,82,85,270
1040,2040,86,84,90,70,76,78,380
1041,2041,71,81,79,62,72,59,345
1042,2042,88,98,84,86,73,79,475
1043,2043,50,44,46,40,52,54,38
1044,2044,79,71,73,79,80,72,193
1045,2045,73,66,69,62,77,77,276
1046,2046,72,72,70,71,60,71,305
1047,2047,63,54,61,56,66,47,28
1048,2048,84,88,78,68,88,86,343
1049,2049,76,74,71,64,69,70,294
1050,2050,99,89,100,91,94,100,258
1051,2051,78,80,82,66,81,80,294
1052,2052,78,72,73,64,78,85,228
1053,2053,99,96,98,91,92,96,555
1054,2054,56,48,57,52,43,58,246
1055,2055,44,42,49,36,39,44,25
1056,2056,76,74,79,78,81,88,162
1057,2057,98,93,92,83,100,100,466
1058,2058,67,61,71,67,69,63,188
1059,2059,58,54,58,56,62,43,245
1060,2060,62,60,60,64,48,70,315
1061,2061,98,93,96,81,86,100,501
1062,2062,92,97,90,88,92,92,336
1063,2063,54,46,58,42,39,40,80
1064,2064,65,63,62,52,54,58,174
1065,2065,100,90,95,90,98,100,470
1066,2066,68,76,67,64,58,76,171
1067,2067,73,79,72,71,69,64,375
1068,2068,63,56,60,47,63,66,118
1069,2069,100,100,100,99,97,99,403
1070,2070,100,93,92,92,98,100,455
1071,2071,97,100,100,90,100,99,416
1072,2072,58,49,50,44,45,57,274
1073,2073,89,82,91,83,93,81,278
1074,2074,73,83,78,63,65,69,211
1075,2075,95,100,93,81,89,99,459
1076,2076,100,100,98,86,89,93,408
1077,2077,89,86,84,73,91,95,400
1078,2078,87,77,81,87,84,82,417
1079,2079,56,63,57,55,50,61,232
1080,2080,97,100,89,87,97,94,210
1081,2081,40,45,47,37,32,47,56
1082,2082,87,93,95,87,92,84,444
1083,2083,93,85,92,91,95,82,332
1084,2084,86,77,86,84,86,76,172
1085,2085,76,75,75,71,63,71,78
1086,2086,63,56,66,48,68,59,97
1087,2087,97,90,97,86,98,90,390
1088,2088,72,81,71,58,67,67,133
1089,2089,58,64,52,41,45,57,299
1090,2090,68,66,68,60,70,89,127
1091,2091,61,71,64,46,51,58,244
1092,2092,62,56,59,64,53,65,189
1093,2093,62,67,67,51,57,61,119
1094,2094,91,83,91,73,88,96,315
1095,2095,95,90,100,92,84,86,371
1096,2096,86,95,78,75,80,86,251
1097,2097,100,97,100,86,95,100,477
1098,2098,58,53,58,57,55,44,159
1099,2099,78,73,83,76,70,74,429
1100,2100,79,78,81,75,79,70,142
1101,2101,67,57,63,59,72,71,241
1102,2102,69,61,67,59,64,62,172
1103,2103,97,100,94,97,84,87,337
1104,2104,92,83,84,79,85,100,393
1105,2105,67,72,64,69,55,71,236
1106,2106,92,84,85,80,79,96,483
1107,2107,53,48,53,37,46,50,63
1108,2108,69,66,63,52,65,70,307
1109,2109,61,62,65,55,57,61,105
1110,2110,87,93,81,70,78,83,182
1111,2111,86,96,87,83,83,83,260
1112,2112,57,57,56,42,60,47,199
1113,2113,58,59,56,49,58,66,145
1114,2114,87,81,80,88,79,79,381
1115,2115,56,58,59,53,56,46,79
1116,2116,46,37,52,28,42,42,87
1117,2117,56,47,53,46,59,67,188
1118,2118,56,66,61,52,52,52,128
1119,2119,67,69,68,51,54,69,102
1120,2120,100,100,100,85,96,100,480
1121,2121,60,63,62,57,46,62,197
1122,2122,63,59,70,63,49,51,246
1123,2123,81,74,88,71,73,87,377
1124,2124,71,63,79,57,68,81,110
1125,2125,58,49,66,52,50,70,134
1126,2126,98,100,100,86,89,91,416
1127,2127,76,67,73,76,76,82,322
1128,2128,100,100,100,92,97,100,423
1129,2129,73,70,80,60,60,71,346
1130,2130,56,50,60,46,53,46,89
1131,2131,47,43,48,30,34,37,21
1132,2132,72,76,78,59,66,71,178
1133,2133,61,68,57,50,58,64,9
1134,2134,94,100,91,95,96,96,492
1135,2135,86,90,91,80,83,86,470
1136,2136,66,59,65,63,70,73,173
1137,2137,71,67,73,65,68,70,309
1138,2138,96,100,97,87,92,79,448
1139,2139,59,61,59,48,46,59,112
1140,2140,52,56,53,39,47,50,118
1141,2141,74,82,80,64,65,57,274
1142,2142,97,98,98,92,83,86,446
1143,2143,77,86,78,62,70,69,147
1144,2144,77,84,69,69,79,77,269
1145,2145,79,80,80,70,82,86,191
1146,2146,73,73,80,60,64,95,189
1147,2147,74,64,70,71,70,68,165
1148,2148,77,67,69,62,79,91,222
1149,2149,53,61,57,47,52,41,52
1150,2150,59,66,55,59,53,50,68
1151,2151,78,88,86,72,78,74,356
1152,2152,66,73,70,57,61,85,122
1153,2153,100,100,93,85,87,100,388
1154,2154,66,63,58,64,56,60,128
1155,2155,57,64,59,40,61,56,197
1156,2156,59,51,51,44,55,62,257
1157,2157,74,84,71,72,64,64,161
1158,2158,68,76,64,62,71,82,198
1159,2159,84,93,81,82,81,90,344
1160,2160,89,81,97,89,84,100,415
1161,2161,98,92,95,90,100,94,443
1162,2162,75,71,82,69,73,77,300
1163,2163,63,62,71,60,61,61,164
1164,2164,78,71,78,72,73,89,399
1165,2165,62,59,63,47,51,63,59
1166,2166,71,66,73,73,73,59,110
1167,2167,76,70,68,67,80,70,181
1168,2168,70,79,62,71,74,77,216
1169,2169,82,74,88,73,68,81,363
1170,2170,100,90,97,85,94,100,489
1171,2171,70,66,74,53,58,63,151
1172,2172,78,73,70,80,65,82,411
1173,2173,76,70,74,77,65,81,155
1174,2174,64,69,57,63,58,60,277
1175,2175,98,97,99,100,94,100,414
1176,2176,75,72,78,68,64,76,80
1177,2177,68,77,60,56,61,84,163
1178,2178,89,84,85,80,81,84,327
1179,2179,66,69,72,52,71,61,105
1180,2180,87,95,80,89,82,100,368
1181,2181,76,67,82,63,77,70,303
1182,2182,62,67,59,60,66,58,132
1183,2183,94,90,94,84,82,84,468
1184,2184,89,87,92,84,75,94,381
1185,2185,69,66,69,62,62,73,170
1186,2186,68,72,61,59,73,73,294
1187,2187,95,93,100,92,98,100,305
1188,2188,93,92,85,77,97,100,477
1189,2189,93,99,85,75,81,87,455
1190,2190,47,37,46,47,38,58,28
1191,2191,69,79,77,56,55,71,416
1192,2192,57,48,51,51,50,61,59
1193,2193,55,56,50,41,40,53,191
1194,2194,62,62,63,45,59,59,0
1195,2195,83,92,89,75,68,87,284
1196,2196,70,66,69,62,71,68,150
1197,2197,76,84,82,74,64,86,195
1198,2198,74,69,69,63,59,69,107
1199,2199,72,69,78,58,57,52,64
1200,2200,70,80,63,63,69,75,218
1201,2201,66,62,59,58,52,72,180
1202,2202,100,93,99,98,97,99,474
1203,2203,64,66,65,63,65,62,250
1204,2204,75,65,71,63,62,75,133
1205,2205,54,60,49,45,56,54,63
1206,2206,97,100,91,85,93,100,437
1207,2207,87,78,85,70,90,89,316
1208,2208,70,67,70,55,69,61,227
1209,2209,69,64,62,65,71,68,194
1210,2210,100,100,100,100,95,100,487
1211,2211,84,85,77,81,69,77,407
1212,2212,46,53,51,33,47,41,168
1213,2213,91,92,98,92,88,96,470
1214,2214,67,73,63,66,63,58,92
1215,2215,51,54,43,41,56,46,144
1216,2216,46,55,41,30,33,35,11
1217,2217,63,64,60,52,51,60,106
1218,2218,60,70,63,53,53,65,153
1219,2219,80,74,88,79,72,76,337
1220,2220,86,80,93,76,88,93,292
1221,2221,87,82,88,75,72,93,397
1222,2222,92,88,93,89,91,100,351
1223,2223,74,82,71,64,70,82,182
1224,2224,61,62,54,57,64,46,152
1225,2225,85,78,89,70,79,87,383
1226,2226,69,70,70,68,58,74,209
1227,2227,87,87,95,88,86,79,503
1228,2228,79,70,71,66,81,75,353
1229,2229,94,84,98,83,96,85,420
1230,2230,92,92,92,94,82,100,331
1231,2231,89,91,86,81,89,100,288
1232,2232,79,76,77,66,69,70,298
1233,2233,69,68,72,56,61,73,243
1234,2234,52,48,49,36,52,35,156
1235,2235,62,57,68,59,59,62,70
1236,2236,71,68,77,62,66,63,197
1237,2237,54,48,58,47,57,43,98
1238,2238,81,77,79,74,71,89,389
1239,2239,85,78,85,74,87,88,437
1240,2240,76,74,84,69,71,93,334
1241,2241,79,77,85,81,66,94,421
1242,2242,60,65,59,42,59,63,68
1243,2243,88,81,95,72,73,100,331
1244,2244,62,59,64,57,54,58,155
1245,2245,68,74,74,53,65,54,259
1246,2246,70,74,74,54,61,65,184
1247,2247,68,78,62,53,56,67,49
1248,2248,72,77,74,55,76,76,382
1249,2249,82,76,87,80,76,90,212
1250,2250,70,69,63,66,59,63,269
1251,2251,69,64,63,65,56,67,322
1252,2252,82,90,75,75,82,90,312
1253,2253,81,89,87,81,69,79,209
1254,2254,93,88,98,89,90,94,430
1255,2255,61,55,58,47,65,49,116
1256,2256,81,71,82,65,70,87,335
1257,2257,74,78,75,66,67,71,303
1258,2258,100,100,100,94,88,95,429
1259,2259,81,73,84,76,83,73,307
1260,2260,82,75,74,71,77,74,199
1261,2261,46,51,49,35,42,35,74
1262,2262,67,59,65,65,60,81,133
1263,2263,68,64,74,65,68,75,242
1264,2264,80,89,79,68,83,70,307
1265,2265,69,61,65,64,57,61,124
1266,2266,82,82,89,84,75,70,190
1267,2267,100,100,100,100,100,88,331
1268,2268,63,61,70,53,56,78,166
1269,2269,92,99,99,82,94,90,338
1270,2270,54,45,50,51,54,55,0
1271,2271,87,83,83,69,85,89,382
1272,2272,61,64,57,56,62,49,331
1273,2273,78,75,81,76,68,84,211
1274,2274,84,78,87,73,84,100,348
1275,2275,78,77,71,69,73,86,316
1276,2276,100,96,92,97,92,100,374
1277,2277,83,78,90,75,88,80,321
1278,2278,83,92,78,70,69,88,229
1279,2279,84,83,81,85,89,70,390
1280,2280,72,70,79,61,74,80,114
1281,2281,67,69,72,58,60,66,112
1282,2282,57,60,63,55,62,65,215
1283,2283,72,76,76,66,70,61,267
1284,2284,100,96,95,100,87,100,444
1285,2285,70,77,70,56,62,72,181
1286,2286,83,89,79,68,82,92,383
1287,2287,54,64,50,56,46,56,122
1288,2288,94,84,98,83,87,92,404
1289,2289,100,100,98,83,100,95,481
1290,2290,61,60,55,59,58,55,97
1291,2291,76,67,69,68,71,73,115
1292,2292,96,98,100,81,97,96,260
1293,2293,100,93,92,99,87,86,508
1294,2294,61,63,58,48,62,41,105
1295,2295,63,57,65,63,52,71,161
1296,2296,79,70,76,81,65,85,241
1297,2297,81,77,74,65,71,85,236
1298,2298,79,85,80,81,64,92,307
1299,2299,68,73,66,64,66,56,106
1300,2300,65,57,71,48,65,52,73
1301,2301,83,86,76,75,79,79,295
1302,2302,91,93,87,77,86,82,249
1303,2303,77,84,70,79,64,76,122
1304,2304,100,100,100,99,96,90,507
1305,2305,67,57,64,64,64,58,170
1306,2306,55,63,47,57,53,50,95
1307,2307,63,62,56,61,54,58,102
1308,2308,79,85,81,64,83,83,359
1309,2309,77,82,83,73,78,67,344
1310,2310,61,54,65,47,63,63,102
1311,2311,72,78,77,57,67,69,224
1312,2312,78,82,81,80,63,81,380
1313,2313,51,57,55,49,45,42,217
1314,2314,60,61,66,58,55,50,202
1315,2315,88,87,92,75,75,80,461
1316,2316,83,91,77,70,78,95,202
1317,2317,77,67,82,64,69,75,144
1318,2318,66,61,69,52,65,51,113
1319,2319,62,58,56,53,51,62,75
1320,2320,69,63,63,55,72,60,194
1321,2321,66,75,65,57,62,55,285
1322,2322,59,67,65,48,58,54,229
1323,2323,70,79,73,55,59,66,352
1324,2324,92,85,90,79,81,89,291
1325,2325,76,75,74,64,73,94,292
1326,2326,82,84,77,74,77,90,290
1327,2327,73,71,67,66,68,74,301
1328,2328,63,67,55,49,53,53,30
1329,2329,70,79,76,62,56,66,229
1330,2330,81,75,87,82,81,80,376
1331,2331,68,73,61,53,53,73,109
1332,2332,81,84,78,70,76,87,243
1333,2333,63,61,59,49,62,61,257
1334,2334,93,89,99,79,83,87,486
1335,2335,62,59,62,63,65,60,139
1336,2336,85,79,85,67,77,93,565
1337,2337,63,59,56,50,64,56,145
1338,2338,77,82,75,59,62,61,359
1339,2339,47,39,51,32,32,35,141
1340,2340,83,75,79,80,82,84,391
1341,2341,81,86,84,63,76,68,163
1342,2342,56,54,48,50,42,54,127
1343,2343,57,63,56,41,61,60,70
1344,2344,89,82,84,76,80,93,318
1345,2345,69,77,75,70,54,76,34
1346,2346,82,74,86,81,86,82,330
1347,2347,70,66,64,61,74,61,243
1348,2348,64,70,63,50,66,67,130
1349,2349,56,50,63,40,46,50,72
1350,2350,85,85,83,85,85,91,314
1351,2351,49,43,45,32,38,59,51
1352,2352,65,55,65,51,58,67,218
1353,2353,68,58,70,50,54,77,205
1354,2354,47,37,54,39,43,42,164
1355,2355,81,81,82,72,72,72,388
1356,2356,92,86,92,81,97,86,388
1357,2357,78,68,82,71,74,83,195
1358,2358,75,68,76,67,77,66,102
1359,2359,77,86,74,72,73,80,329
1360,2360,55,49,63,46,45,45,196
1361,2361,85,81,87,87,78,80,226
1362,2362,76,77,80,64,78,71,231
1363,2363,73,67,72,62,71,71,126
1364,2364,69,65,77,56,62,61,124
1365,2365,88,89,96,85,87,79,365
1366,2366,75,83,69,71,64,80,252
1367,2367,76,74,81,68,73,70,250
1368,2368,63,63,60,45,49,49,118
1369,2369,66,68,61,68,67,75,68
1370,2370,100,95,92,99,94,89,467
1371,2371,70,64,70,68,61,74,218
1372,2372,92,90,87,76,92,90,252
1373,2373,46,56,42,34,38,49,92
1374,2374,78,81,86,75,72,83,290
1375,2375,82,76,85,83,79,88,401
1376,2376,97,100,100,79,100,94,405
1377,2377,99,99,94,96,96,93,515
1378,2378,59,63,58,48,62,65,197
1379,2379,65,64,57,58,51,65,218
1380,2380,88,85,87,89,88,73,343
1381,2381,100,100,97,88,87,80,380
1382,2382,74,79,82,70,76,66,118
1383,2383,45,40,43,39,31,35,95
1384,2384,97,89,92,91,84,98,322
1385,2385,86,88,91,81,90,80,237
1386,2386,76,84,80,71,81,86,154
1387,2387,67,59,62,61,58,59,387
1388,2388,69,72,75,55,71,73,234
1389,2389,75,68,83,57,75,71,120
1390,2390,57,47,54,43,60,48,60
1391,2391,76,78,79,62,65,73,135
1392,2392,92,84,84,92,88,74,540
1393,2393,61,62,62,47,47,74,160
1394,2394,100,100,100,86,100,100,301
1395,2395,64,55,64,49,57,78,102
1396,2396,76,69,76,72,64,78,255
1397,2397,86,83,79,68,89,90,448
1398,2398,62,64,58,58,48,56,94
1399,2399,75,66,79,70,61,65,204
1400,2400,65,65,59,62,54,50,237
1401,2401,49,51,49,36,53,48,162
1402,2402,69,71,77,68,60,73,147
1403,2403,55,54,59,51,53,56,51
1404,2404,78,86,86,63,63,69,193
1405,2405,51,44,52,51,49,38,137
1406,2406,65,63,60,65,70,84,113
1407,2407,53,52,48,41,47,63,11
1408,2408,50,52,46,51,43,44,82
1409,2409,75,69,80,59,65,66,365
1410,2410,43,38,46,32,46,46,156
1411,2411,62,64,57,60,61,72,74
1412,2412,100,100,100,87,85,100,438
1413,2413,85,85,79,71,72,91,188
1414,2414,75,80,68,63,74,81,182
1415,2415,58,62,55,58,51,61,175
1416,2416,62,59,57,55,53,52,149
1417,2417,40,46,37,32,36,36,213
1418,2418,63,72,56,51,67,48,297
1419,2419,88,89,85,75,93,90,260
1420,2420,56,51,54,48,49,48,42
1421,2421,77,71,84,61,73,73,133
1422,2422,83,93,86,67,69,83,252
1423,2423,88,93,93,84,88,86,262
1424,2424,92,99,93,74,89,97,437
1425,2425,91,86,86,82,81,84,425
1426,2426,88,83,92,89,86,80,456
1427,2427,69,73,76,58,54,61,157
1428,2428,57,54,59,45,53,58,137
1429,2429,78,76,77,72,76,82,244
1430,2430,72,78,74,72,77,61,370
1431,2431,90,95,97,79,79,99,288
1432,2432,74,70,79,73,79,77,98
1433,2433,75,82,73,73,79,80,221
1434,2434,72,75,70,60,76,53,185
1435,2435,82,77,75,75,68,79,418
1436,2436,61,55,57,62,57,70,118
1437,2437,79,86,76,76,64,70,479
1438,2438,72,67,67,73,58,71,229
1439,2439,69,70,64,64,65,70,64
1440,2440,70,77,66,72,66,62,241
1441,2441,91,92,83,84,91,100,374
1442,2442,85,85,78,78,79,76,252
1443,2443,73,69,78,62,65,67,115
1444,2444,78,70,85,64,74,77,305
