academic_id,student_id,semester,cgpa,sgpa,class_rank,backlogs,internal_avg,external_avg
1265,2265,4,6.76,6.96,6,2,20.3,47.3
1266,2266,2,7.78,7.86,80,2,23.3,54.5
1267,2267,3,8.26,8.42,77,1,24.8,57.8
1268,2268,8,6.71,6.73,76,2,20.1,47.0
1269,2269,1,8.57,8.32,89,1,25.7,60.0
1270,2270,7,5.95,5.87,32,3,17.9,41.6
1271,2271,2,8.46,8.42,9,1,25.4,59.2
1272,2272,8,7.89,8.11,106,1,23.7,55.2
1273,2273,7,7.16,7.11,78,1,21.5,50.1
1274,2274,2,8.33,7.98,86,0,25.0,58.3
1275,2275,1,8.08,8.35,91,1,24.2,56.6
1276,2276,4,8.84,9.11,25,0,26.5,61.9
1277,2277,8,8.17,8.33,28,1,24.5,57.2
1278,2278,6,7.68,7.83,59,1,23.0,53.8
1279,2279,4,8.7,8.99,50,0,26.1,60.9
1280,2280,4,5.83,5.44,45,3,17.5,40.8
1281,2281,2,6.2,6.36,61,2,18.6,43.4
1282,2282,1,6.98,6.59,43,2,20.9,48.9
1283,2283,4,7.18,6.83,57,2,21.5,50.3
1284,2284,1,9.21,9.36,101,0,27.6,64.5
1285,2285,2,6.75,6.74,93,2,20.2,47.2
1286,2286,4,9.16,9.09,87,0,27.5,64.1
1287,2287,7,6.41,6.24,79,3,19.2,44.9
1288,2288,3,8.67,8.71,16,0,26.0,60.7
1289,2289,6,9.66,9.29,19,0,29.0,67.6
1290,2290,6,6.12,5.75,30,3,18.4,42.8
1291,2291,7,6.37,6.47,42,3,19.1,44.6
1292,2292,7,8.13,8.04,100,1,24.4,56.9
1293,2293,6,9.14,8.83,17,0,27.4,64.0
1294,2294,3,5.82,5.45,28,3,17.5,40.7
1295,2295,3,6.72,6.56,50,2,20.2,47.0
1296,2296,4,7.44,7.34,59,2,22.3,52.1
1297,2297,6,7.79,7.47,55,1,23.4,54.5
1298,2298,4,8.19,8.14,62,1,24.6,57.3
1299,2299,1,6.2,6.34,45,3,18.6,43.4
1300,2300,5,5.99,6.07,108,3,18.0,41.9
1301,2301,5,7.58,7.65,86,1,22.7,53.1
1302,2302,5,7.39,7.5,76,1,22.2,51.7
1303,2303,8,6.16,5.78,22,3,18.5,43.1
1304,2304,6,9.48,9.7,116,0,28.4,66.4
1305,2305,4,6.79,6.41,108,3,20.4,47.5
1306,2306,1,6.25,6.34,38,3,18.8,43.8
1307,2307,3,5.55,5.79,73,3,16.6,38.9
1308,2308,3,8.2,8.33,98,1,24.6,57.4
1309,2309,2,8.57,8.3,78,1,25.7,60.0
1310,2310,5,6.08,6.15,10,3,18.2,42.6
1311,2311,6,7.16,7.0,58,2,21.5,50.1
1312,2312,8,8.22,7.84,105,0,24.7,57.5
1313,2313,5,6.6,6.86,87,2,19.8,46.2
1314,2314,8,7.29,7.1,61,2,21.9,51.0
1315,2315,8,9.39,9.26,39,0,28.2,65.7
1316,2316,5,6.76,6.95,42,3,20.3,47.3
1317,2317,7,7.72,7.71,25,1,23.2,54.0
1318,2318,3,6.67,6.38,15,3,20.0,46.7
1319,2319,1,5.75,5.6,2,3,17.2,40.2
1320,2320,6,7.11,7.35,114,2,21.3,49.8
1321,2321,1,7.83,7.63,99,1,23.5,54.8
1322,2322,8,7.36,7.17,70,1,22.1,51.5
1323,2323,1,8.19,8.08,12,1,24.6,57.3
1324,2324,7,7.75,8.08,113,1,23.2,54.2
1325,2325,7,7.8,8.15,120,1,23.4,54.6
1326,2326,6,7.32,7.14,35,1,22.0,51.2
1327,2327,1,8.33,8.63,104,1,25.0,58.3
1328,2328,5,5.86,5.76,31,3,17.6,41.0
1329,2329,6,6.85,6.93,41,3,20.5,47.9
1330,2330,1,9.29,9.52,27,0,27.9,65.0
1331,2331,1,6.25,6.05,76,2,18.8,43.8
1332,2332,6,7.89,7.84,117,1,23.7,55.2
1333,2333,3,7.03,6.97,27,2,21.1,49.2
1334,2334,7,9.48,9.68,50,0,28.4,66.4
1335,2335,7,6.49,6.35,78,2,19.5,45.4
1336,2336,5,9.47,9.5,110,0,28.4,66.3
1337,2337,3,6.18,6.32,109,3,18.5,43.3
1338,2338,5,8.82,9.14,60,0,26.5,61.7
1339,2339,8,6.25,6.46,18,3,18.8,43.8
1340,2340,7,8.5,8.71,35,0,25.5,59.5
1341,2341,4,6.7,6.45,65,2,20.1,46.9
1342,2342,5,5.94,5.72,6,3,17.8,41.6
1343,2343,1,5.87,5.84,42,3,17.6,41.1
1344,2344,6,8.69,8.41,68,0,26.1,60.8
1345,2345,7,5.73,5.96,54,4,17.2,40.1
1346,2346,4,8.57,8.48,8,1,25.7,60.0
1347,2347,4,7.56,7.84,96,2,22.7,52.9
1348,2348,8,6.55,6.74,8,2,19.6,45.9
1349,2349,8,5.66,5.93,30,3,17.0,39.6
1350,2350,8,7.81,7.45,53,1,23.4,54.7
1351,2351,4,6.26,6.52,31,3,18.8,43.8
1352,2352,8,7.77,7.43,115,1,23.3,54.4
1353,2353,2,7.1,6.85,83,2,21.3,49.7
1354,2354,8,6.83,6.52,93,2,20.5,47.8
1355,2355,4,9.02,9.35,27,0,27.1,63.1
1356,2356,7,9.17,8.91,28,0,27.5,64.2
1357,2357,8,7.19,7.12,73,2,21.6,50.3
1358,2358,2,6.06,6.4,110,3,18.2,42.4
1359,2359,3,7.84,8.17,62,1,23.5,54.9
1360,2360,8,7.05,7.25,39,2,21.1,49.4
1361,2361,7,7.33,7.09,62,1,22.0,51.3
1362,2362,6,7.34,7.26,120,2,22.0,51.4
1363,2363,4,6.33,6.13,79,3,19.0,44.3
1364,2364,1,6.29,6.04,82,2,18.9,44.0
1365,2365,2,8.59,8.62,104,0,25.8,60.1
1366,2366,6,7.73,7.37,5,2,23.2,54.1
1367,2367,7,7.11,7.19,62,1,21.3,49.8
1368,2368,6,6.35,6.06,22,3,19.0,44.4
1369,2369,2,6.07,6.3,93,3,18.2,42.5
1370,2370,1,9.51,9.74,24,0,28.5,66.6
1371,2371,3,7.3,7.56,73,2,21.9,51.1
1372,2372,3,7.78,7.86,9,1,23.3,54.5
1373,2373,8,5.55,5.4,116,4,16.6,38.9
1374,2374,7,8.15,7.9,115,1,24.5,57.1
1375,2375,1,9.2,9.33,85,0,27.6,64.4
1376,2376,3,9.5,9.84,64,0,28.5,66.5
1377,2377,8,9.34,9.11,39,0,28.0,65.4
1378,2378,3,6.89,6.83,20,2,20.7,48.2
1379,2379,4,6.85,6.59,84,2,20.5,47.9
1380,2380,6,8.38,8.38,28,1,25.1,58.7
1381,2381,4,8.84,8.9,16,0,26.5,61.9
1382,2382,5,6.7,6.9,50,2,20.1,46.9
1383,2383,4,5.92,5.71,30,3,17.8,41.4
1384,2384,1,7.8,7.99,41,2,23.4,54.6
1385,2385,3,7.56,7.68,21,1,22.7,52.9
1386,2386,7,6.28,6.22,69,3,18.8,44.0
1387,2387,8,8.32,7.97,50,1,25.0,58.2
1388,2388,1,6.69,6.56,85,2,20.1,46.8
1389,2389,2,5.94,5.59,67,3,17.8,41.6
1390,2390,1,5.73,5.63,9,3,17.2,40.1
1391,2391,1,6.69,7.02,100,2,20.1,46.8
1392,2392,1,9.42,9.65,28,0,28.3,65.9
1393,2393,2,6.47,6.66,82,3,19.4,45.3
1394,2394,4,8.56,8.56,114,0,25.7,59.9
1395,2395,2,6.03,5.78,32,3,18.1,42.2
1396,2396,2,7.64,7.29,66,1,22.9,53.5
1397,2397,4,9.44,9.5,22,0,28.3,66.1
1398,2398,2,5.63,5.46,75,3,16.9,39.4
1399,2399,2,6.93,6.71,105,2,20.8,48.5
1400,2400,5,7.73,7.95,82,2,23.2,54.1
1401,2401,1,5.95,5.98,51,3,17.9,41.6
1402,2402,8,6.22,6.07,39,3,18.7,43.5
1403,2403,6,5.62,5.74,30,3,16.9,39.3
1404,2404,1,6.63,6.89,50,2,19.9,46.4
1405,2405,7,6.05,6.08,71,3,18.1,42.4
1406,2406,7,5.55,5.84,35,3,16.6,38.9
1407,2407,3,5.57,5.88,22,3,16.7,39.0
1408,2408,2,5.61,5.69,94,4,16.8,39.3
1409,2409,3,8.51,8.66,101,1,25.5,59.6
1410,2410,8,6.02,5.67,62,3,18.1,42.1
1411,2411,6,5.58,5.48,41,4,16.7,39.1
1412,2412,3,9.03,9.28,118,0,27.1,63.2
1413,2413,6,6.87,7.17,39,2,20.6,48.1
1414,2414,2,6.97,7.04,48,2,20.9,48.8
1415,2415,2,7.04,6.64,15,2,21.1,49.3
1416,2416,7,6.2,5.87,52,3,18.6,43.4
1417,2417,8,6.5,6.64,89,2,19.5,45.5
1418,2418,5,7.76,8.04,83,1,23.3,54.3
1419,2419,2,8.04,8.02,34,1,24.1,56.3
1420,2420,6,6.16,6.24,6,3,18.5,43.1
1421,2421,8,6.69,6.97,109,3,20.1,46.8
1422,2422,8,7.9,7.78,21,1,23.7,55.3
1423,2423,4,8.2,7.95,5,1,24.6,57.4
1424,2424,7,9.2,9.08,95,0,27.6,64.4
1425,2425,5,8.9,8.63,31,0,26.7,62.3
1426,2426,1,9.28,9.32,24,0,27.8,65.0
1427,2427,5,6.77,6.89,119,2,20.3,47.4
1428,2428,7,6.57,6.49,68,2,19.7,46.0
1429,2429,4,7.82,7.78,34,1,23.5,54.7
1430,2430,7,7.73,7.42,25,1,23.2,54.1
1431,2431,3,7.87,7.55,102,1,23.6,55.1
1432,2432,8,5.86,5.86,52,3,17.6,41.0
1433,2433,4,7.41,7.79,7,1,22.2,51.9
1434,2434,4,6.85,6.9,93,3,20.5,47.9
1435,2435,8,9.03,8.91,68,0,27.1,63.2
1436,2436,7,6.23,6.15,64,3,18.7,43.6
1437,2437,8,9.65,9.91,59,0,29.0,67.5
1438,2438,4,7.77,8.13,3,1,23.3,54.4
1439,2439,8,6.02,5.65,55,3,18.1,42.1
1440,2440,3,7.03,6.66,67,2,21.1,49.2
1441,2441,3,8.66,9.03,117,0,26.0,60.6
1442,2442,2,7.46,7.19,68,1,22.4,52.2
1443,2443,5,5.92,5.53,82,3,17.8,41.4
1444,2444,1,8.39,8.67,65,1,25.2,58.7
1445,2445,7,8.4,8.49,112,0,25.2,58.8
1446,2446,6,6.02,5.97,89,3,18.1,42.1
1447,2447,1,8.02,8.01,80,1,24.1,56.1
1448,2448,4,7.4,7.39,13,1,22.2,51.8
1449,2449,4,8.37,8.22,34,1,25.1,58.6
1450,2450,2,6.1,6.39,113,3,18.3,42.7
1451,2451,6,5.8,5.58,38,3,17.4,40.6
1452,2452,5,8.69,8.75,120,0,26.1,60.8
1453,2453,8,6.75,6.93,64,2,20.2,47.2
1454,2454,3,5.97,6.25,59,3,17.9,41.8
1455,2455,6,6.46,6.66,104,3,19.4,45.2
1456,2456,2,6.89,6.75,109,2,20.7,48.2
1457,2457,4,7.19,7.4,85,1,21.6,50.3
1458,2458,3,8.75,8.74,44,0,26.2,61.2
1459,2459,7,6.71,6.67,80,2,20.1,47.0
1460,2460,3,8.65,8.99,111,0,26.0,60.6
1461,2461,6,6.39,6.63,37,3,19.2,44.7
1462,2462,4,6.12,5.93,116,3,18.4,42.8
1463,2463,5,9.03,8.94,71,0,27.1,63.2
1464,2464,8,7.12,7.06,18,2,21.4,49.8
1465,2465,8,6.53,6.75,93,2,19.6,45.7
1466,2466,7,7.06,7.08,106,2,21.2,49.4
1467,2467,2,7.29,7.0,118,1,21.9,51.0
1468,2468,1,5.75,5.65,96,4,17.2,40.2
1469,2469,5,8.09,7.73,100,0,24.3,56.6
1470,2470,8,8.7,8.5,28,0,26.1,60.9
1471,2471,6,6.45,6.72,81,3,19.4,45.1
1472,2472,5,8.94,8.72,107,0,26.8,62.6
1473,2473,3,5.89,5.7,19,3,17.7,41.2
1474,2474,5,6.14,6.47,92,3,18.4,43.0
1475,2475,5,9.06,8.9,67,0,27.2,63.4
1476,2476,2,9.14,8.91,18,0,27.4,64.0
1477,2477,6,6.42,6.55,31,3,19.3,44.9
1478,2478,7,6.06,5.88,20,3,18.2,42.4
1479,2479,7,9.7,9.9,92,0,29.1,67.9
1480,2480,6,6.86,6.99,77,2,20.6,48.0
1481,2481,6,8.67,8.35,14,1,26.0,60.7
1482,2482,8,7.14,7.08,15,1,21.4,50.0
1483,2483,6,7.0,7.0,6,2,21.0,49.0
1484,2484,8,7.9,7.58,56,1,23.7,55.3
1485,2485,6,8.06,7.95,70,1,24.2,56.4
1486,2486,5,6.46,6.6,87,3,19.4,45.2
1487,2487,3,8.52,8.87,38,1,25.6,59.6
1488,2488,7,6.32,6.18,112,3,19.0,44.2
1489,2489,3,8.1,8.0,112,1,24.3,56.7
1490,2490,4,7.71,7.8,104,1,23.1,54.0
1491,2491,2,6.97,7.37,90,2,20.9,48.8
1492,2492,8,9.51,9.46,76,0,28.5,66.6
1493,2493,5,6.23,6.05,31,3,18.7,43.6
1494,2494,4,7.02,7.22,87,2,21.1,49.1
1495,2495,6,6.32,6.18,76,3,19.0,44.2
1496,2496,8,6.31,6.53,42,3,18.9,44.2
1497,2497,4,9.45,9.65,53,0,28.3,66.1
1498,2498,3,7.44,7.4,55,1,22.3,52.1
1499,2499,1,5.64,5.98,119,3,16.9,39.5
1500,2500,7,6.02,6.08,119,3,18.1,42.1
1501,2501,8,8.88,9.26,106,0,26.6,62.2
1502,2502,8,7.62,7.56,113,2,22.9,53.3
1503,2503,6,8.53,8.26,41,0,25.6,59.7
1504,2504,4,7.81,7.73,93,2,23.4,54.7
1505,2505,3,9.22,9.57,64,0,27.7,64.5
1506,2506,1,7.57,7.88,29,1,22.7,53.0
1507,2507,5,6.58,6.64,112,2,19.7,46.1
1508,2508,2,5.66,5.26,52,3,17.0,39.6
1509,2509,1,5.66,5.44,88,3,17.0,39.6
1510,2510,7,7.79,7.58,31,1,23.4,54.5
1511,2511,4,6.76,6.75,67,2,20.3,47.3
1512,2512,6,8.32,8.48,15,1,25.0,58.2
1513,2513,2,7.27,7.08,6,2,21.8,50.9
1514,2514,1,6.24,6.6,105,2,18.7,43.7
1515,2515,7,7.31,7.47,42,2,21.9,51.2
1516,2516,4,5.95,5.7,111,3,17.9,41.6
1517,2517,6,7.24,7.58,60,2,21.7,50.7
1518,2518,7,6.87,6.93,1,2,20.6,48.1
1519,2519,4,9.21,9.09,75,0,27.6,64.5
1520,2520,2,9.4,9.17,59,0,28.2,65.8
1521,2521,2,8.23,8.09,16,1,24.7,57.6
1522,2522,8,6.66,6.29,112,2,20.0,46.6
1523,2523,7,8.46,8.48,98,1,25.4,59.2
1524,2524,1,7.21,7.05,15,2,21.6,50.5
1525,2525,4,8.7,9.07,57,0,26.1,60.9
1526,2526,3,8.14,8.27,98,1,24.4,57.0
1527,2527,3,6.26,6.32,16,3,18.8,43.8
1528,2528,4,8.45,8.73,39,0,25.3,59.1
1529,2529,7,8.06,8.46,112,1,24.2,56.4
1530,2530,6,8.12,8.43,82,1,24.4,56.8
1531,2531,6,6.32,6.57,106,3,19.0,44.2
1532,2532,3,7.34,7.02,64,2,22.0,51.4
1533,2533,5,5.53,5.58,47,4,16.6,38.7
1534,2534,5,9.49,9.15,66,0,28.5,66.4
1535,2535,2,5.61,5.6,15,4,16.8,39.3
1536,2536,4,5.84,5.51,21,3,17.5,40.9
1537,2537,8,9.65,9.29,117,0,29.0,67.5
1538,2538,5,6.73,6.84,6,3,20.2,47.1
1539,2539,7,7.88,8.22,38,1,23.6,55.2
1540,2540,2,5.64,6.04,59,3,16.9,39.5
1541,2541,4,9.21,9.57,84,0,27.6,64.5
1542,2542,5,5.81,5.96,91,3,17.4,40.7
1543,2543,4,7.56,7.43,26,1,22.7,52.9
1544,2544,8,7.24,7.55,115,2,21.7,50.7
1545,2545,4,9.21,8.97,83,0,27.6,64.5
1546,2546,3,7.91,8.2,117,1,23.7,55.4
1547,2547,7,7.78,8.17,85,2,23.3,54.5
1548,2548,1,9.35,9.34,20,0,28.0,65.5
1549,2549,6,8.74,8.44,65,0,26.2,61.2
1550,2550,6,9.0,9.28,114,0,27.0,63.0
1551,2551,6,7.12,7.4,95,1,21.4,49.8
1552,2552,1,6.76,6.66,37,2,20.3,47.3
1553,2553,8,9.56,9.74,70,0,28.7,66.9
1554,2554,3,8.28,7.94,8,0,24.8,58.0
1555,2555,4,7.95,8.02,16,1,23.9,55.6
1556,2556,3,6.28,6.18,71,3,18.8,44.0
1557,2557,6,7.57,7.36,49,2,22.7,53.0
1558,2558,4,6.18,6.18,5,3,18.5,43.3
1559,2559,4,6.44,6.56,98,3,19.3,45.1
1560,2560,4,7.99,8.35,79,1,24.0,55.9
1561,2561,6,6.01,6.22,23,3,18.0,42.1
1562,2562,8,7.68,7.66,109,2,23.0,53.8
1563,2563,1,7.02,6.98,7,2,21.1,49.1
1564,2564,5,8.95,9.13,35,0,26.8,62.6
1565,2565,7,7.39,7.31,108,1,22.2,51.7
1566,2566,6,8.53,8.83,74,1,25.6,59.7
1567,2567,5,5.8,5.92,105,4,17.4,40.6
1568,2568,1,7.06,6.71,81,1,21.2,49.4
1569,2569,8,8.83,8.82,56,0,26.5,61.8
1570,2570,5,7.67,7.89,87,1,23.0,53.7
1571,2571,7,6.71,6.5,41,3,20.1,47.0
1572,2572,2,9.13,9.08,50,0,27.4,63.9
1573,2573,8,7.19,6.83,67,2,21.6,50.3
1574,2574,8,5.53,5.61,39,3,16.6,38.7
1575,2575,7,8.14,8.43,15,1,24.4,57.0
1576,2576,7,8.47,8.7,78,0,25.4,59.3
1577,2577,4,9.75,9.62,79,0,29.2,68.2
1578,2578,7,9.13,9.47,2,0,27.4,63.9
1579,2579,5,7.18,7.13,102,2,21.5,50.3
1580,2580,4,7.99,7.99,44,1,24.0,55.9
1581,2581,7,6.12,6.06,106,3,18.4,42.8
1582,2582,8,8.53,8.42,45,1,25.6,59.7
1583,2583,5,7.92,7.68,119,1,23.8,55.4
1584,2584,7,7.31,7.49,114,2,21.9,51.2
1585,2585,6,6.87,6.5,93,2,20.6,48.1
1586,2586,8,9.01,9.26,101,0,27.0,63.1
1587,2587,8,6.73,6.97,1,2,20.2,47.1
1588,2588,4,5.51,5.36,36,4,16.5,38.6
1589,2589,7,8.95,9.24,33,0,26.8,62.6
1590,2590,5,6.02,5.99,37,3,18.1,42.1
1591,2591,3,8.84,8.44,3,0,26.5,61.9
1592,2592,7,9.33,9.09,101,0,28.0,65.3
1593,2593,4,9.04,9.44,21,0,27.1,63.3
1594,2594,5,6.7,6.73,53,2,20.1,46.9
1595,2595,4,5.87,6.19,8,3,17.6,41.1
1596,2596,2,7.15,6.79,120,2,21.5,50.1
1597,2597,5,6.44,6.71,32,3,19.3,45.1
1598,2598,8,7.82,7.84,87,1,23.5,54.7
1599,2599,3,6.36,6.27,15,3,19.1,44.5
1600,2600,8,7.83,7.57,59,1,23.5,54.8
1601,2601,5,6.0,5.96,28,3,18.0,42.0
1602,2602,6,5.52,5.55,70,3,16.6,38.6
1603,2603,4,5.96,5.91,57,3,17.9,41.7
1604,2604,3,5.93,5.54,83,3,17.8,41.5
1605,2605,5,9.11,9.0,42,0,27.3,63.8
1606,2606,2,6.09,6.29,53,2,18.3,42.6
1607,2607,5,9.04,8.82,113,0,27.1,63.3
1608,2608,6,9.35,9.2,82,0,28.0,65.5
1609,2609,3,9.25,9.48,49,0,27.8,64.8
1610,2610,7,8.52,8.19,33,0,25.6,59.6
1611,2611,5,8.96,9.14,82,0,26.9,62.7
1612,2612,4,6.34,6.15,80,3,19.0,44.4
1613,2613,6,8.36,7.99,35,0,25.1,58.5
1614,2614,2,6.06,5.78,111,3,18.2,42.4
1615,2615,7,7.67,7.84,73,1,23.0,53.7
1616,2616,3,8.38,8.22,73,1,25.1,58.7
1617,2617,8,9.03,8.71,62,0,27.1,63.2
1618,2618,8,5.94,5.99,119,4,17.8,41.6
1619,2619,5,5.76,5.84,70,4,17.3,40.3
1620,2620,7,8.2,8.17,30,1,24.6,57.4
1621,2621,5,9.69,9.61,21,0,29.1,67.8
1622,2622,4,9.6,9.34,98,0,28.8,67.2
1623,2623,5,9.78,9.64,69,0,29.3,68.5
1624,2624,5,8.29,8.35,15,0,24.9,58.0
1625,2625,3,8.9,8.57,23,0,26.7,62.3
1626,2626,3,8.41,8.7,71,1,25.2,58.9
1627,2627,4,6.22,6.13,109,2,18.7,43.5
1628,2628,6,8.18,8.09,92,1,24.5,57.3
1629,2629,4,6.89,6.58,88,2,20.7,48.2
1630,2630,7,8.01,8.35,89,1,24.0,56.1
1631,2631,6,8.38,8.18,9,1,25.1,58.7
1632,2632,8,7.33,7.41,26,2,22.0,51.3
1633,2633,6,7.46,7.17,17,1,22.4,52.2
1634,2634,7,9.16,9.21,18,0,27.5,64.1
1635,2635,3,7.73,7.63,88,2,23.2,54.1
1636,2636,1,6.61,7.01,3,2,19.8,46.3
1637,2637,7,7.15,6.93,13,2,21.5,50.1
1638,2638,5,5.92,6.25,102,3,17.8,41.4
1639,2639,6,8.3,8.58,27,1,24.9,58.1
1640,2640,1,5.76,5.39,93,3,17.3,40.3
1641,2641,8,9.34,9.58,97,0,28.0,65.4
1642,2642,1,9.58,9.79,95,0,28.7,67.1
1643,2643,8,9.51,9.22,26,0,28.5,66.6
1644,2644,8,8.33,8.64,20,0,25.0,58.3
1645,2645,2,8.44,8.72,35,1,25.3,59.1
1646,2646,4,6.46,6.45,24,2,19.4,45.2
1647,2647,2,7.08,6.86,45,2,21.2,49.6
1648,2648,1,7.13,7.46,111,2,21.4,49.9
1649,2649,7,9.76,10.0,20,0,29.3,68.3
1650,2650,4,8.23,8.3,56,0,24.7,57.6
1651,2651,2,8.21,7.95,92,1,24.6,57.5
1652,2652,1,6.37,6.2,13,2,19.1,44.6
1653,2653,6,9.79,9.67,72,0,29.4,68.5
1654,2654,3,7.13,6.87,112,2,21.4,49.9
1655,2655,5,7.55,7.91,30,1,22.6,52.9
1656,2656,4,7.12,7.13,84,2,21.4,49.8
1657,2657,7,8.02,8.03,49,1,24.1,56.1
1658,2658,6,5.66,5.74,109,3,17.0,39.6
1659,2659,1,8.13,8.2,93,1,24.4,56.9
1660,2660,5,5.96,6.19,9,3,17.9,41.7
1661,2661,2,5.98,5.86,69,3,17.9,41.9
1662,2662,1,6.61,6.85,44,3,19.8,46.3
1663,2663,7,6.6,6.8,71,3,19.8,46.2
1664,2664,6,6.32,6.0,18,3,19.0,44.2
1665,2665,8,7.74,8.1,47,2,23.2,54.2
1666,2666,5,7.6,7.53,6,2,22.8,53.2
1667,2667,1,5.64,5.51,18,4,16.9,39.5
1668,2668,7,8.41,8.42,77,1,25.2,58.9
1669,2669,8,5.84,5.99,72,4,17.5,40.9
1670,2670,4,7.98,8.38,98,1,23.9,55.9
1671,2671,5,5.78,5.51,1,3,17.3,40.5
1672,2672,8,5.59,5.91,48,4,16.8,39.1
1673,2673,5,8.83,8.84,106,0,26.5,61.8
1674,2674,8,7.94,7.81,105,1,23.8,55.6
1675,2675,4,8.47,8.53,119,0,25.4,59.3
1676,2676,3,9.21,9.15,106,0,27.6,64.5
1677,2677,4,8.21,8.28,71,0,24.6,57.5
1678,2678,7,9.11,9.14,120,0,27.3,63.8
1679,2679,4,9.13,9.39,21,0,27.4,63.9
1680,2680,2,8.57,8.27,107,1,25.7,60.0
1681,2681,1,6.48,6.61,26,3,19.4,45.4
1682,2682,8,8.47,8.26,95,0,25.4,59.3
1683,2683,2,6.09,5.71,75,3,18.3,42.6
1684,2684,8,9.1,8.71,50,0,27.3,63.7
1685,2685,3,6.84,6.55,40,2,20.5,47.9
1686,2686,1,6.92,7.25,109,2,20.8,48.4
1687,2687,8,7.02,7.25,52,2,21.1,49.1
1688,2688,2,7.95,8.04,20,1,23.9,55.6
1689,2689,3,7.75,7.45,78,1,23.2,54.2
1690,2690,2,9.8,10.0,42,0,29.4,68.6
1691,2691,6,9.39,9.64,104,0,28.2,65.7
1692,2692,2,5.95,5.67,82,3,17.9,41.6
1693,2693,2,9.26,9.23,102,0,27.8,64.8
1694,2694,7,7.9,8.26,8,1,23.7,55.3
1695,2695,5,8.86,9.17,57,0,26.6,62.0
1696,2696,8,7.18,7.48,41,2,21.5,50.3
1697,2697,5,7.32,7.71,38,2,22.0,51.2
1698,2698,2,7.57,7.94,61,2,22.7,53.0
1699,2699,4,6.59,6.54,99,2,19.8,46.1
1700,2700,8,9.17,9.55,49,0,27.5,64.2
1701,2701,8,8.8,8.95,51,0,26.4,61.6
1702,2702,6,9.77,10.0,8,0,29.3,68.4
1703,2703,3,5.88,6.06,88,3,17.6,41.2
1704,2704,5,8.5,8.33,113,1,25.5,59.5
1705,2705,5,8.09,7.71,99,1,24.3,56.6
1706,2706,2,5.54,5.53,60,4,16.6,38.8
1707,2707,2,6.8,7.01,20,2,20.4,47.6
1708,2708,4,7.28,7.21,76,2,21.8,51.0
1709,2709,4,8.48,8.5,85,1,25.4,59.4
1710,2710,8,5.84,5.55,102,3,17.5,40.9
1711,2711,6,6.02,5.94,1,3,18.1,42.1
1712,2712,6,9.13,9.22,36,0,27.4,63.9
1713,2713,5,8.56,8.92,6,1,25.7,59.9
1714,2714,5,6.31,6.33,87,3,18.9,44.2
1715,2715,8,8.24,8.33,120,1,24.7,57.7
1716,2716,3,8.18,8.25,96,1,24.5,57.3
1717,2717,7,6.45,6.79,77,2,19.4,45.1
1718,2718,7,7.45,7.52,38,1,22.4,52.1
1719,2719,5,8.75,8.5,33,0,26.2,61.2
1720,2720,5,7.86,7.57,52,1,23.6,55.0
1721,2721,8,9.2,9.32,11,0,27.6,64.4
1722,2722,8,6.8,7.03,74,2,20.4,47.6
1723,2723,4,6.9,6.66,29,2,20.7,48.3
1724,2724,3,9.27,9.53,16,0,27.8,64.9
1725,2725,7,5.7,5.46,103,3,17.1,39.9
1726,2726,4,9.78,9.73,100,0,29.3,68.5
1727,2727,5,6.9,6.9,77,2,20.7,48.3
1728,2728,8,8.07,7.81,41,1,24.2,56.5
1729,2729,4,8.15,7.95,109,1,24.5,57.1
1730,2730,3,6.8,6.8,65,2,20.4,47.6
1731,2731,4,7.65,7.86,20,1,23.0,53.6
1732,2732,8,9.12,9.07,35,0,27.4,63.8
1733,2733,2,9.74,9.81,91,0,29.2,68.2
1734,2734,8,8.99,9.38,1,0,27.0,62.9
1735,2735,6,7.38,7.65,23,2,22.1,51.7
1736,2736,8,8.07,7.91,22,1,24.2,56.5
1737,2737,1,9.67,9.34,100,0,29.0,67.7
1738,2738,4,5.88,5.82,61,3,17.6,41.2
1739,2739,2,8.16,8.45,51,1,24.5,57.1
1740,2740,6,8.63,8.51,41,1,25.9,60.4
1741,2741,4,8.17,7.96,86,1,24.5,57.2
1742,2742,7,7.01,7.34,119,2,21.0,49.1
1743,2743,6,6.96,7.19,18,2,20.9,48.7
1744,2744,5,7.41,7.43,99,1,22.2,51.9
1745,2745,7,6.32,6.05,81,3,19.0,44.2
1746,2746,8,5.82,5.63,53,3,17.5,40.7
1747,2747,2,6.85,6.46,70,3,20.5,47.9
1748,2748,8,6.26,6.32,91,3,18.8,43.8
1749,2749,7,6.49,6.86,48,3,19.5,45.4
1750,2750,7,8.56,8.93,44,0,25.7,59.9
1751,2751,6,6.72,6.52,74,2,20.2,47.0
1752,2752,4,9.09,9.48,80,0,27.3,63.6
1753,2753,4,6.11,6.12,51,3,18.3,42.8
1754,2754,1,6.57,6.37,119,3,19.7,46.0
1755,2755,7,8.53,8.74,25,0,25.6,59.7
1756,2756,3,8.09,8.32,79,1,24.3,56.6
1757,2757,2,6.6,6.59,8,2,19.8,46.2
1758,2758,4,6.82,6.54,93,2,20.5,47.7
1759,2759,3,8.22,8.02,67,1,24.7,57.5
1760,2760,6,8.1,8.42,2,1,24.3,56.7
1761,2761,5,9.09,9.11,114,0,27.3,63.6
1762,2762,3,9.29,9.21,92,0,27.9,65.0
