placement_id,student_id,aptitude_score,resume_score,communication_score,interview_readiness,employability_score,placement_probability,placed,package_lpa
1224,2224,57,41,46,51,49.0,Low,0,0.0
1225,2225,84,78,87,85,75.9,Medium,1,14.32
1226,2226,69,53,74,71,55.4,Low,0,0.0
1227,2227,85,74,79,82,79.9,Medium,1,15.22
1228,2228,87,60,75,81,66.8,Medium,1,17.56
1229,2229,94,72,85,89,77.3,Medium,1,10.12
1230,2230,87,73,100,93,70.9,Medium,1,13.9
1231,2231,87,75,100,93,71.2,Medium,1,8.35
1232,2232,74,53,70,72,61.3,Medium,0,0.0
1233,2233,84,59,73,78,59.1,Low,0,0.0
1234,2234,43,30,35,39,41.3,Low,0,0.0
1235,2235,61,38,62,61,41.3,Low,0,0.0
1236,2236,74,52,63,68,55.6,Low,0,0.0
1237,2237,51,30,43,47,37.7,Low,0,0.0
1238,2238,97,74,89,93,72.3,Medium,1,5.71
1239,2239,86,76,88,87,77.9,Medium,1,10.78
1240,2240,86,71,93,89,67.7,Medium,1,6.28
1241,2241,84,77,94,89,75.5,Medium,1,6.29
1242,2242,57,35,63,60,40.1,Low,0,0.0
1243,2243,100,75,100,100,72.7,Medium,1,10.83
1244,2244,55,38,58,56,44.5,Low,0,0.0
1245,2245,63,50,54,58,56.5,Low,0,0.0
1246,2246,68,46,65,66,51.2,Low,0,0.0
1247,2247,59,45,67,63,43.7,Low,0,0.0
1248,2248,77,66,76,76,67.0,Medium,1,14.07
1249,2249,83,63,90,86,61.1,Medium,0,0.0
1250,2250,50,57,63,56,59.5,Low,0,0.0
1251,2251,58,54,67,62,59.0,Low,0,0.0
1252,2252,79,70,90,84,69.8,Medium,1,9.65
1253,2253,81,53,79,80,55.2,Low,1,9.15
1254,2254,99,72,94,96,76.8,Medium,1,17.08
1255,2255,67,40,49,58,46.9,Low,1,15.57
1256,2256,91,66,87,89,68.0,Medium,0,0.0
1257,2257,65,61,71,68,63.4,Medium,1,7.82
1258,2258,90,79,95,92,82.3,High,1,10.61
1259,2259,76,62,73,74,64.3,Medium,0,0.0
1260,2260,79,58,74,76,57.5,Low,0,0.0
1261,2261,41,30,35,38,34.5,Low,0,0.0
1262,2262,82,47,81,81,48.0,Low,0,0.0
1263,2263,67,51,75,71,54.3,Low,0,0.0
1264,2264,76,58,70,73,63.6,Medium,0,0.0
1265,2265,65,42,61,63,47.8,Low,0,0.0
1266,2266,67,58,70,68,60.7,Medium,0,0.0
1267,2267,83,67,88,85,71.0,Medium,0,0.0
1268,2268,69,48,78,73,48.4,Low,0,0.0
1269,2269,74,75,90,82,73.5,Medium,1,10.53
1270,2270,49,34,55,52,37.6,Low,0,0.0
1271,2271,97,70,89,93,71.2,Medium,1,6.27
1272,2272,65,52,49,57,59.3,Low,0,0.0
1273,2273,75,58,84,79,57.3,Low,0,0.0
1274,2274,98,66,100,99,66.5,Medium,0,0.0
1275,2275,85,71,86,85,67.6,Medium,1,8.62
1276,2276,100,80,100,100,78.1,Medium,1,16.12
1277,2277,80,63,80,80,66.4,Medium,0,0.0
1278,2278,96,65,88,92,62.6,Medium,1,4.22
1279,2279,80,58,70,75,68.0,Medium,1,10.77
1280,2280,67,40,80,73,43.0,Low,0,0.0
1281,2281,67,47,66,66,47.6,Low,0,0.0
1282,2282,64,48,65,64,50.7,Low,0,0.0
1283,2283,65,46,61,63,55.3,Low,0,0.0
1284,2284,97,73,100,98,77.1,Medium,1,6.39
1285,2285,74,47,72,73,51.1,Low,0,0.0
1286,2286,100,79,92,96,75.9,Medium,1,7.32
1287,2287,60,42,56,58,44.0,Low,0,0.0
1288,2288,97,74,92,94,74.8,Medium,1,4.29
1289,2289,92,79,95,93,82.6,High,1,7.64
1290,2290,61,31,55,58,40.1,Low,0,0.0
1291,2291,76,50,73,74,50.6,Low,0,0.0
1292,2292,92,64,96,94,65.4,Medium,0,0.0
1293,2293,92,71,86,89,79.1,Medium,1,17.34
1294,2294,57,30,41,49,38.6,Low,0,0.0
1295,2295,66,47,71,68,48.2,Low,0,0.0
1296,2296,85,63,85,85,61.2,Medium,0,0.0
1297,2297,77,60,85,81,61.8,Medium,1,17.91
1298,2298,75,71,92,83,67.4,Medium,1,15.38
1299,2299,58,40,56,57,45.0,Low,0,0.0
1300,2300,70,33,52,61,41.0,Low,0,0.0
1301,2301,77,60,79,78,63.4,Medium,1,5.23
1302,2302,96,57,82,89,61.2,Medium,1,15.52
1303,2303,69,52,76,72,50.8,Low,0,0.0
1304,2304,96,70,90,93,79.3,Medium,1,9.54
1305,2305,73,36,58,65,46.2,Low,0,0.0
1306,2306,52,39,50,51,42.6,Low,0,0.0
1307,2307,53,38,58,55,42.0,Low,0,0.0
1308,2308,91,67,83,87,68.1,Medium,1,16.09
1309,2309,58,54,67,62,63.7,Medium,1,8.16
1310,2310,52,38,63,57,41.8,Low,0,0.0
1311,2311,64,52,69,66,56.2,Low,0,0.0
1312,2312,89,68,81,85,68.9,Medium,1,9.48
1313,2313,30,30,42,36,41.6,Low,0,0.0
1314,2314,45,41,50,47,49.9,Low,0,0.0
1315,2315,73,65,80,76,73.7,Medium,1,16.53
1316,2316,74,63,95,84,58.9,Low,0,0.0
1317,2317,76,58,75,75,58.0,Low,0,0.0
1318,2318,70,39,51,60,46.0,Low,0,0.0
1319,2319,68,40,62,65,41.1,Low,0,0.0
1320,2320,67,49,60,63,53.5,Low,0,0.0
1321,2321,72,48,55,63,57.1,Low,1,4.49
1322,2322,65,43,54,59,50.6,Low,0,0.0
1323,2323,60,58,66,63,63.9,Medium,0,0.0
1324,2324,88,62,89,88,65.3,Medium,0,0.0
1325,2325,77,63,94,85,62.0,Medium,1,14.77
1326,2326,89,68,90,89,64.6,Medium,1,16.03
1327,2327,83,63,74,78,64.8,Medium,0,0.0
1328,2328,65,40,53,59,42.6,Low,0,0.0
1329,2329,59,42,66,62,50.0,Low,0,0.0
1330,2330,79,70,80,79,72.8,Medium,1,8.78
1331,2331,76,45,73,74,46.5,Low,0,0.0
1332,2332,75,66,87,81,64.0,Medium,0,0.0
1333,2333,72,49,61,66,53.1,Low,0,0.0
1334,2334,95,73,87,91,78.8,Medium,1,12.28
1335,2335,70,41,60,65,45.9,Low,0,0.0
1336,2336,97,76,93,95,80.7,High,1,7.32
1337,2337,60,39,56,58,45.1,Low,0,0.0
1338,2338,58,53,61,59,65.2,Medium,1,13.74
1339,2339,47,30,35,41,38.5,Low,0,0.0
1340,2340,80,67,84,82,70.1,Medium,1,13.02
1341,2341,73,43,68,70,50.7,Low,0,0.0
1342,2342,55,39,54,54,43.0,Low,0,0.0
1343,2343,49,30,60,54,36.1,Low,0,0.0
1344,2344,82,74,93,87,71.7,Medium,1,7.48
1345,2345,61,40,76,68,41.1,Low,0,0.0
1346,2346,80,66,82,81,68.7,Medium,0,0.0
1347,2347,65,53,61,63,58.6,Low,0,0.0
1348,2348,58,47,67,62,47.6,Low,0,0.0
1349,2349,42,30,50,46,34.7,Low,0,0.0
1350,2350,86,61,91,88,64.4,Medium,0,0.0
1351,2351,44,40,59,51,40.1,Low,0,0.0
1352,2352,59,54,67,63,57.0,Low,0,0.0
1353,2353,65,59,77,71,56.4,Low,0,0.0
1354,2354,30,30,42,36,40.8,Low,0,0.0
1355,2355,77,66,72,74,71.9,Medium,1,14.84
1356,2356,90,73,86,88,75.5,Medium,1,11.36
1357,2357,78,55,83,80,55.8,Low,0,0.0
1358,2358,69,42,66,67,46.5,Low,0,0.0
1359,2359,84,64,80,82,64.6,Medium,1,11.13
1360,2360,62,36,45,53,46.0,Low,0,0.0
1361,2361,93,54,80,86,57.9,Low,0,0.0
1362,2362,76,56,71,73,58.8,Low,0,0.0
1363,2363,74,46,71,72,48.9,Low,0,0.0
1364,2364,65,39,61,63,46.1,Low,0,0.0
1365,2365,100,69,79,89,72.6,Medium,1,12.76
1366,2366,74,58,80,77,60.1,Medium,0,0.0
1367,2367,63,49,70,66,55.2,Low,0,0.0
1368,2368,58,36,49,53,43.2,Low,0,0.0
1369,2369,56,49,75,65,46.3,Low,0,0.0
1370,2370,89,67,89,89,77.1,Medium,1,6.1
1371,2371,80,58,74,77,56.3,Low,0,0.0
1372,2372,100,68,90,95,66.4,Medium,1,10.24
1373,2373,39,38,49,44,39.3,Low,0,0.0
1374,2374,83,69,83,83,66.7,Medium,0,0.0
1375,2375,76,74,88,82,74.2,Medium,1,16.54
1376,2376,90,82,94,92,81.4,High,1,5.47
1377,2377,92,73,93,92,80.6,High,1,13.21
1378,2378,54,48,65,59,51.0,Low,0,0.0
1379,2379,54,46,65,59,51.2,Low,0,0.0
1380,2380,77,61,73,75,68.5,Medium,1,4.88
1381,2381,96,65,80,88,73.7,Medium,1,9.3
1382,2382,54,47,66,60,50.3,Low,0,0.0
1383,2383,36,30,35,35,36.5,Low,0,0.0
1384,2384,90,72,98,94,70.2,Medium,1,7.48
1385,2385,79,58,80,79,61.3,Medium,0,0.0
1386,2386,100,55,86,93,51.7,Low,0,0.0
1387,2387,65,50,59,62,61.1,Medium,0,0.0
1388,2388,61,52,73,67,54.1,Low,0,0.0
1389,2389,78,47,71,74,47.9,Low,0,0.0
1390,2390,53,36,48,50,40.1,Low,0,0.0
1391,2391,69,52,73,71,52.7,Low,1,8.2
1392,2392,91,64,74,82,77.5,Medium,1,7.24
1393,2393,65,51,74,69,49.2,Low,0,0.0
1394,2394,99,71,100,99,71.7,Medium,1,5.22
1395,2395,71,41,78,74,42.5,Low,0,0.0
1396,2396,69,53,78,73,57.5,Low,0,0.0
1397,2397,89,75,90,89,77.5,Medium,1,17.12
1398,2398,50,35,56,53,40.7,Low,0,0.0
1399,2399,74,46,65,69,52.6,Low,0,0.0
1400,2400,66,48,50,58,56.0,Low,1,7.32
1401,2401,48,36,48,48,41.0,Low,0,0.0
1402,2402,63,50,73,68,49.5,Low,0,0.0
1403,2403,49,40,56,52,40.4,Low,0,0.0
1404,2404,70,48,69,69,53.3,Low,0,0.0
1405,2405,41,30,38,39,38.0,Low,0,0.0
1406,2406,68,51,84,76,46.1,Low,0,0.0
1407,2407,51,33,63,57,35.2,Low,0,0.0
1408,2408,42,32,44,43,36.7,Low,0,0.0
1409,2409,73,56,66,69,64.7,Medium,0,0.0
1410,2410,41,35,46,43,39.7,Low,0,0.0
1411,2411,71,36,72,71,38.6,Low,0,0.0
1412,2412,100,73,100,100,76.7,Medium,1,7.28
1413,2413,77,61,91,84,58.5,Low,0,0.0
1414,2414,84,54,81,82,53.5,Low,1,15.41
1415,2415,62,46,61,61,49.3,Low,0,0.0
1416,2416,53,35,52,52,43.6,Low,0,0.0
1417,2417,41,30,36,38,39.0,Low,0,0.0
1418,2418,60,45,48,54,55.4,Low,0,0.0
1419,2419,82,68,90,86,66.5,Medium,0,0.0
1420,2420,41,33,48,44,39.2,Low,0,0.0
1421,2421,74,45,73,73,49.8,Low,0,0.0
1422,2422,94,62,83,88,63.1,Medium,1,16.39
1423,2423,90,64,86,88,65.6,Medium,1,5.91
1424,2424,96,76,97,96,77.7,Medium,1,16.49
1425,2425,79,75,84,81,77.2,Medium,1,8.24
1426,2426,94,63,80,87,73.1,Medium,0,0.0
1427,2427,71,47,61,66,50.3,Low,0,0.0
1428,2428,59,45,58,58,46.6,Low,0,0.0
1429,2429,93,59,82,87,60.6,Medium,1,13.87
1430,2430,68,44,61,64,57.5,Low,0,0.0
1431,2431,85,77,99,92,70.5,Medium,1,12.14
1432,2432,71,45,77,74,45.3,Low,0,0.0
1433,2433,75,61,80,77,58.6,Low,1,8.84
1434,2434,67,37,53,60,48.8,Low,0,0.0
1435,2435,90,64,79,84,71.3,Medium,1,7.8
1436,2436,56,47,70,63,45.8,Low,0,0.0
1437,2437,75,67,70,72,75.8,Medium,1,10.09
1438,2438,57,56,71,64,58.9,Low,0,0.0
1439,2439,64,49,70,67,47.0,Low,0,0.0
1440,2440,63,45,62,62,52.6,Low,0,0.0
1441,2441,92,78,100,96,75.3,Medium,1,12.62
1442,2442,86,52,76,81,58.9,Low,1,17.79
1443,2443,53,38,67,60,43.1,Low,0,0.0
1444,2444,71,63,77,74,66.0,Medium,1,12.98
1445,2445,100,69,97,98,70.3,Medium,1,15.6
1446,2446,34,31,44,39,36.9,Low,0,0.0
1447,2447,88,53,75,81,60.0,Medium,0,0.0
1448,2448,74,57,86,80,57.5,Low,0,0.0
1449,2449,78,72,92,85,67.1,Medium,1,9.2
1450,2450,36,30,35,35,34.4,Low,0,0.0
1451,2451,51,32,61,56,37.7,Low,0,0.0
1452,2452,89,63,81,85,71.5,Medium,1,17.97
1453,2453,64,37,43,53,46.3,Low,0,0.0
1454,2454,44,30,41,42,36.6,Low,0,0.0
1455,2455,43,38,48,45,46.6,Low,0,0.0
1456,2456,66,45,62,64,51.5,Low,0,0.0
1457,2457,77,51,74,75,52.0,Low,0,0.0
1458,2458,81,72,89,85,71.6,Medium,1,15.22
1459,2459,74,48,74,74,51.7,Low,0,0.0
1460,2460,88,63,76,82,68.5,Medium,1,12.05
1461,2461,80,46,79,79,48.0,Low,0,0.0
1462,2462,38,36,45,41,41.8,Low,0,0.0
1463,2463,76,78,100,88,76.8,Medium,1,13.52
1464,2464,74,60,79,76,60.0,Medium,0,0.0
1465,2465,68,57,72,70,55.4,Low,0,0.0
1466,2466,81,60,78,79,56.0,Low,0,0.0
1467,2467,95,63,88,91,59.7,Low,0,0.0
1468,2468,67,42,60,63,42.4,Low,0,0.0
1469,2469,82,59,76,79,62.7,Medium,0,0.0
1470,2470,79,60,75,77,67.7,Medium,1,5.57
1471,2471,59,46,64,61,46.9,Low,0,0.0
1472,2472,82,73,100,91,73.2,Medium,1,6.4
1473,2473,77,49,75,76,46.2,Low,0,0.0
1474,2474,68,49,70,69,48.6,Low,0,0.0
1475,2475,100,77,98,99,77.0,Medium,1,13.98
1476,2476,96,74,88,92,76.2,Medium,1,12.33
1477,2477,61,42,67,64,46.5,Low,0,0.0
1478,2478,78,52,76,77,49.9,Low,0,0.0
1479,2479,100,80,100,100,81.5,High,1,8.81
1480,2480,57,49,75,66,48.6,Low,0,0.0
1481,2481,71,64,78,74,69.0,Medium,1,10.45
1482,2482,95,56,95,95,56.0,Low,0,0.0
1483,2483,76,51,70,73,52.5,Low,0,0.0
1484,2484,83,69,87,85,66.5,Medium,1,13.84
1485,2485,65,63,80,72,64.8,Medium,0,0.0
1486,2486,84,44,74,79,47.4,Low,0,0.0
1487,2487,100,78,100,100,73.9,Medium,1,5.46
1488,2488,75,49,74,74,48.6,Low,0,0.0
1489,2489,78,63,85,81,65.4,Medium,0,0.0
1490,2490,58,52,58,58,61.0,Medium,0,0.0
1491,2491,73,53,74,73,56.1,Low,1,17.61
1492,2492,81,77,84,82,82.2,High,1,16.22
1493,2493,76,42,67,71,44.1,Low,0,0.0
1494,2494,62,49,67,64,51.5,Low,0,0.0
1495,2495,53,46,60,56,45.1,Low,0,0.0
1496,2496,62,46,64,63,47.8,Low,0,0.0
1497,2497,100,80,100,100,80.5,High,1,11.72
1498,2498,74,59,77,75,58.1,Low,0,0.0
1499,2499,66,44,70,68,42.5,Low,0,0.0
1500,2500,58,45,72,65,41.6,Low,0,0.0
1501,2501,83,73,100,91,75.3,Medium,1,17.3
1502,2502,77,58,81,79,63.3,Medium,1,5.74
1503,2503,75,61,76,75,70.5,Medium,1,13.88
1504,2504,74,54,73,73,60.0,Medium,1,12.09
1505,2505,83,70,86,84,75.3,Medium,1,7.18
1506,2506,64,57,73,68,57.5,Low,0,0.0
1507,2507,75,46,79,77,51.5,Low,0,0.0
1508,2508,38,30,37,37,34.5,Low,0,0.0
1509,2509,52,40,52,52,40.2,Low,0,0.0
1510,2510,70,58,64,67,62.7,Medium,1,4.23
1511,2511,85,54,76,80,54.9,Low,0,0.0
1512,2512,78,60,74,76,66.6,Medium,1,5.54
1513,2513,77,45,62,69,53.2,Low,0,0.0
1514,2514,56,32,43,49,39.2,Low,0,0.0
1515,2515,75,62,83,79,61.2,Medium,0,0.0
1516,2516,70,46,79,74,45.4,Low,0,0.0
1517,2517,64,54,71,67,55.5,Low,0,0.0
1518,2518,86,52,73,79,51.9,Low,0,0.0
1519,2519,84,66,77,80,72.2,Medium,1,16.13
1520,2520,76,65,76,76,73.6,Medium,1,15.22
1521,2521,76,66,82,79,65.8,Medium,0,0.0
1522,2522,53,39,50,51,45.3,Low,0,0.0
1523,2523,57,59,72,64,64.5,Medium,1,12.64
1524,2524,79,54,66,72,59.0,Low,1,13.5
1525,2525,100,70,95,97,71.6,Medium,1,17.88
1526,2526,100,57,79,89,63.5,Medium,0,0.0
1527,2527,34,30,46,40,42.3,Low,0,0.0
1528,2528,85,68,80,82,71.6,Medium,1,12.28
1529,2529,68,60,78,73,62.5,Medium,1,16.95
1530,2530,59,57,64,61,60.0,Medium,0,0.0
1531,2531,82,53,93,87,49.4,Low,0,0.0
1532,2532,73,46,65,69,52.5,Low,0,0.0
1533,2533,30,30,50,40,31.8,Low,0,0.0
1534,2534,66,60,57,61,70.9,Medium,1,17.48
1535,2535,49,30,49,49,38.1,Low,0,0.0
1536,2536,41,30,39,40,34.4,Low,0,0.0
1537,2537,81,78,92,86,82.5,High,1,8.93
1538,2538,61,53,74,67,53.8,Low,0,0.0
1539,2539,99,68,95,97,67.7,Medium,0,0.0
1540,2540,47,30,46,46,34.3,Low,0,0.0
1541,2541,78,73,77,77,75.2,Medium,1,11.78
1542,2542,60,41,62,61,41.3,Low,0,0.0
1543,2543,77,51,67,72,59.2,Low,1,11.9
1544,2544,82,57,73,77,58.0,Low,0,0.0
1545,2545,81,73,87,84,75.1,Medium,1,17.58
1546,2546,73,65,78,75,65.5,Medium,1,10.23
1547,2547,51,54,70,60,60.0,Medium,1,13.95
1548,2548,100,80,100,100,80.3,High,1,5.64
1549,2549,99,64,78,88,72.6,Medium,1,13.71
1550,2550,91,71,82,86,75.6,Medium,1,17.74
1551,2551,71,55,83,77,55.6,Low,0,0.0
1552,2552,78,49,71,74,54.2,Low,0,0.0
1553,2553,98,69,89,93,75.8,Medium,0,0.0
1554,2554,86,64,87,86,63.2,Medium,0,0.0
1555,2555,75,54,72,73,59.4,Low,0,0.0
1556,2556,47,38,63,55,41.9,Low,0,0.0
1557,2557,91,64,97,94,63.2,Medium,1,16.87
1558,2558,71,43,72,71,43.6,Low,0,0.0
1559,2559,55,36,58,56,45.3,Low,0,0.0
1560,2560,74,58,74,74,62.0,Medium,0,0.0
1561,2561,39,33,53,46,39.0,Low,0,0.0
1562,2562,67,37,43,55,50.0,Low,0,0.0
1563,2563,58,47,62,60,53.0,Low,0,0.0
1564,2564,100,71,92,96,73.4,Medium,1,9.7
1565,2565,60,52,69,64,56.9,Low,1,11.81
1566,2566,98,71,82,90,71.9,Medium,1,5.49
1567,2567,63,42,61,62,45.7,Low,0,0.0
1568,2568,55,38,58,56,48.0,Low,0,0.0
1569,2569,100,75,91,95,74.4,Medium,1,10.3
1570,2570,76,48,64,70,56.5,Low,0,0.0
1571,2571,70,46,64,67,49.7,Low,0,0.0
1572,2572,86,62,74,80,72.5,Medium,1,14.07
1573,2573,98,61,94,96,58.7,Low,0,0.0
1574,2574,38,30,35,36,32.2,Low,0,0.0
1575,2575,93,68,90,91,68.5,Medium,1,8.26
1576,2576,80,66,83,81,69.5,Medium,1,11.4
1577,2577,85,83,96,90,83.2,High,1,15.11
1578,2578,97,82,99,98,78.6,Medium,1,17.49
1579,2579,60,46,74,67,49.9,Low,0,0.0
1580,2580,78,59,77,77,64.1,Medium,1,15.03
1581,2581,65,41,55,60,44.6,Low,0,0.0
1582,2582,74,73,86,80,69.8,Medium,0,0.0
1583,2583,78,53,74,76,60.4,Medium,0,0.0
1584,2584,72,56,84,78,56.0,Low,0,0.0
1585,2585,50,38,54,52,45.9,Low,0,0.0
1586,2586,65,59,59,62,70.3,Medium,1,11.93
1587,2587,53,35,46,49,44.6,Low,0,0.0
1588,2588,35,30,35,35,30.1,Low,0,0.0
1589,2589,91,71,97,94,72.0,Medium,1,6.46
1590,2590,56,36,54,55,42.6,Low,0,0.0
1591,2591,90,68,87,88,69.7,Medium,0,0.0
1592,2592,77,66,86,81,72.0,Medium,1,10.97
1593,2593,80,74,93,86,75.2,Medium,1,11.5
1594,2594,60,40,67,63,46.5,Low,0,0.0
1595,2595,65,35,57,61,41.0,Low,0,0.0
1596,2596,57,50,59,58,55.2,Low,0,0.0
1597,2597,58,48,64,61,49.0,Low,0,0.0
1598,2598,64,50,68,66,57.5,Low,1,9.79
1599,2599,61,43,55,58,44.5,Low,0,0.0
1600,2600,77,58,70,73,59.6,Low,1,17.79
1601,2601,56,32,50,53,41.3,Low,0,0.0
1602,2602,65,32,65,65,36.3,Low,0,0.0
1603,2603,61,30,50,55,36.2,Low,0,0.0
1604,2604,53,35,42,47,40.0,Low,0,0.0
1605,2605,78,64,72,75,72.1,Medium,1,13.22
1606,2606,67,44,64,65,44.1,Low,0,0.0
1607,2607,93,81,96,94,78.5,Medium,1,4.82
1608,2608,91,84,98,94,81.1,High,1,5.65
1609,2609,100,75,100,100,77.8,Medium,1,16.09
1610,2610,70,70,81,75,70.5,Medium,1,14.12
1611,2611,92,80,100,96,76.2,Medium,1,13.58
1612,2612,41,45,59,50,49.7,Low,0,0.0
1613,2613,88,72,84,86,69.6,Medium,0,0.0
1614,2614,76,43,73,74,44.5,Low,0,0.0
1615,2615,58,39,43,50,54.3,Low,0,0.0
1616,2616,80,60,79,79,64.4,Medium,0,0.0
1617,2617,86,62,79,82,68.9,Medium,1,6.95
1618,2618,80,49,75,77,48.6,Low,0,0.0
1619,2619,58,42,57,57,42.7,Low,0,0.0
1620,2620,76,67,79,77,67.9,Medium,0,0.0
1621,2621,99,77,84,91,82.4,High,1,10.83
1622,2622,89,71,83,86,75.5,Medium,1,8.37
1623,2623,100,83,100,100,84.1,High,1,17.14
1624,2624,82,62,83,82,63.9,Medium,0,0.0
1625,2625,80,64,82,81,69.9,Medium,1,4.65
1626,2626,84,70,91,87,70.0,Medium,1,17.23
1627,2627,45,36,48,46,42.3,Low,0,0.0
1628,2628,79,63,85,82,66.4,Medium,1,15.46
1629,2629,84,51,85,84,56.2,Low,1,10.37
1630,2630,83,57,78,80,62.9,Medium,1,4.7
1631,2631,90,56,71,80,64.7,Medium,1,4.09
1632,2632,90,64,100,95,59.5,Low,1,5.72
1633,2633,78,58,80,79,57.6,Low,1,17.22
1634,2634,80,71,83,81,75.1,Medium,1,14.86
1635,2635,81,57,68,74,57.1,Low,0,0.0
1636,2636,74,42,70,72,46.5,Low,0,0.0
1637,2637,76,53,78,77,55.9,Low,0,0.0
1638,2638,53,37,57,55,42.7,Low,0,0.0
1639,2639,57,58,71,64,63.3,Medium,1,10.06
1640,2640,52,34,60,56,38.7,Low,0,0.0
1641,2641,89,68,77,83,73.7,Medium,1,14.86
1642,2642,95,76,86,90,81.2,High,1,8.23
1643,2643,85,72,88,86,77.5,Medium,1,7.57
1644,2644,86,61,81,83,67.0,Medium,1,15.87
1645,2645,88,64,82,85,67.3,Medium,1,17.12
1646,2646,67,46,64,65,49.0,Low,0,0.0
1647,2647,69,49,77,73,52.8,Low,0,0.0
1648,2648,71,56,71,71,55.9,Low,1,4.81
1649,2649,81,75,81,81,78.9,Medium,1,4.71
1650,2650,49,46,41,45,59.7,Low,0,0.0
1651,2651,100,69,97,98,68.9,Medium,0,0.0
1652,2652,74,44,75,74,48.0,Low,0,0.0
1653,2653,100,87,100,100,85.1,High,1,17.41
1654,2654,92,57,83,87,56.8,Low,0,0.0
1655,2655,84,63,85,84,62.0,Medium,0,0.0
1656,2656,46,40,53,49,50.7,Low,0,0.0
1657,2657,67,57,83,75,62.0,Medium,0,0.0
1658,2658,48,37,51,49,45.1,Low,0,0.0
1659,2659,76,61,76,76,62.9,Medium,1,7.35
1660,2660,47,32,47,47,40.6,Low,0,0.0
1661,2661,67,44,61,64,47.5,Low,0,0.0
1662,2662,51,35,53,52,44.9,Low,0,0.0
1663,2663,76,46,71,73,49.0,Low,0,0.0
1664,2664,66,43,68,67,42.4,Low,0,0.0
1665,2665,77,62,83,80,59.2,Low,0,0.0
1666,2666,76,61,71,73,62.6,Medium,0,0.0
1667,2667,55,30,44,49,34.5,Low,0,0.0
1668,2668,82,63,81,81,67.0,Medium,0,0.0
1669,2669,44,30,37,40,32.9,Low,0,0.0
1670,2670,69,67,82,75,64.0,Medium,0,0.0
1671,2671,64,44,70,67,41.4,Low,0,0.0
1672,2672,66,37,60,63,42.4,Low,0,0.0
1673,2673,100,73,91,95,78.1,Medium,1,17.51
1674,2674,95,66,80,87,65.6,Medium,1,12.44
1675,2675,87,58,75,81,66.2,Medium,0,0.0
1676,2676,78,73,82,80,74.5,Medium,1,12.43
1677,2677,87,65,70,78,70.1,Medium,0,0.0
1678,2678,88,76,87,87,76.8,Medium,1,15.95
1679,2679,75,60,74,74,68.4,Medium,1,6.83
1680,2680,97,75,100,98,73.8,Medium,1,9.84
1681,2681,48,43,59,53,46.8,Low,0,0.0
1682,2682,64,67,89,76,66.8,Medium,0,0.0
1683,2683,44,32,60,52,38.7,Low,0,0.0
1684,2684,84,66,86,85,72.4,Medium,1,16.75
1685,2685,68,49,71,69,50.4,Low,0,0.0
1686,2686,51,40,52,51,48.3,Low,0,0.0
1687,2687,76,51,75,75,51.0,Low,1,8.39
1688,2688,80,61,80,80,64.9,Medium,1,12.8
1689,2689,78,63,80,79,65.5,Medium,0,0.0
1690,2690,100,84,99,99,84.3,High,1,7.16
1691,2691,61,66,58,59,73.2,Medium,1,5.33
1692,2692,52,30,46,49,37.9,Low,0,0.0
1693,2693,94,70,80,87,71.6,Medium,1,9.88
1694,2694,72,54,76,74,60.3,Medium,0,0.0
1695,2695,83,73,91,87,74.9,Medium,1,8.74
1696,2696,79,64,82,80,60.7,Medium,0,0.0
1697,2697,72,45,59,65,54.7,Low,0,0.0
1698,2698,93,70,98,95,67.4,Medium,1,13.91
1699,2699,74,48,68,71,48.9,Low,0,0.0
1700,2700,74,65,75,74,75.5,Medium,1,5.49
1701,2701,85,75,90,87,77.3,Medium,1,16.16
1702,2702,100,84,99,99,84.5,High,1,16.15
1703,2703,58,35,57,57,40.4,Low,0,0.0
1704,2704,89,64,86,87,69.4,Medium,1,5.9
1705,2705,77,60,79,78,63.6,Medium,0,0.0
1706,2706,66,37,67,66,39.6,Low,0,0.0
1707,2707,56,46,59,57,49.2,Low,0,0.0
1708,2708,78,50,78,78,54.6,Low,0,0.0
1709,2709,94,76,97,95,72.0,Medium,1,10.61
1710,2710,57,35,67,62,39.0,Low,0,0.0
1711,2711,78,53,82,80,47.5,Low,0,0.0
1712,2712,90,77,99,94,77.2,Medium,1,9.43
1713,2713,92,70,85,88,70.4,Medium,0,0.0
1714,2714,72,48,73,72,46.0,Low,0,0.0
1715,2715,84,58,74,79,64.6,Medium,1,9.31
1716,2716,83,58,77,80,63.2,Medium,1,8.45
1717,2717,75,54,81,78,50.8,Low,0,0.0
1718,2718,83,57,76,79,61.6,Medium,1,10.75
1719,2719,90,73,90,90,72.8,Medium,1,9.88
1720,2720,75,59,73,74,61.3,Medium,0,0.0
1721,2721,100,79,99,99,77.2,Medium,1,4.76
1722,2722,66,54,80,73,55.1,Low,0,0.0
1723,2723,63,49,81,72,53.2,Low,0,0.0
1724,2724,100,85,100,100,82.1,High,1,8.18
1725,2725,32,32,46,39,36.9,Low,0,0.0
1726,2726,95,85,100,97,83.7,High,1,5.96
1727,2727,62,50,62,62,52.8,Low,0,0.0
1728,2728,84,62,89,86,66.9,Medium,1,12.33
1729,2729,81,64,73,77,67.2,Medium,1,8.17
1730,2730,37,38,58,47,45.8,Low,0,0.0
1731,2731,68,55,75,71,57.7,Low,0,0.0
1732,2732,90,80,100,95,78.3,Medium,1,4.45
