attendance_id,student_id,semester,attendance_percentage,classes_attended,classes_conducted,low_attendance
929,1929,1,87,130,150,False
930,1930,5,89,133,150,False
931,1931,6,91,136,150,False
932,1932,8,90,135,150,False
933,1933,3,91,136,150,False
934,1934,6,93,139,150,False
935,1935,5,91,136,150,False
936,1936,8,89,133,150,False
937,1937,1,97,145,150,False
938,1938,6,90,135,150,False
939,1939,7,85,127,150,False
940,1940,6,95,142,150,False
941,1941,3,89,133,150,False
942,1942,5,95,142,150,False
943,1943,8,78,117,150,False
944,1944,7,82,123,150,False
945,1945,3,95,142,150,False
946,1946,5,83,124,150,False
947,1947,3,91,136,150,False
948,1948,5,89,133,150,False
949,1949,7,89,133,150,False
950,1950,6,100,150,150,False
951,1951,3,83,124,150,False
952,1952,3,77,115,150,False
953,1953,1,99,148,150,False
954,1954,5,96,144,150,False
955,1955,5,84,126,150,False
956,1956,6,91,136,150,False
957,1957,7,79,118,150,False
958,1958,3,81,121,150,False
959,1959,5,96,144,150,False
960,1960,6,91,136,150,False
961,1961,5,96,144,150,False
962,1962,7,84,126,150,False
963,1963,6,77,115,150,False
964,1964,2,91,136,150,False
965,1965,3,87,130,150,False
966,1966,5,82,123,150,False
967,1967,3,99,148,150,False
968,1968,2,78,117,150,False
969,1969,4,81,121,150,False
970,1970,1,79,118,150,False
971,1971,5,94,141,150,False
972,1972,5,86,129,150,False
973,1973,3,73,109,150,True
974,1974,7,75,112,150,False
975,1975,4,91,136,150,False
976,1976,5,97,145,150,False
977,1977,4,79,118,150,False
978,1978,3,81,121,150,False
979,1979,2,85,127,150,False
980,1980,6,76,114,150,False
981,1981,7,83,124,150,False
982,1982,8,94,141,150,False
983,1983,3,86,129,150,False
984,1984,3,70,105,150,True
985,1985,4,81,121,150,False
986,1986,8,87,130,150,False
987,1987,6,85,127,150,False
988,1988,7,86,129,150,False
989,1989,3,80,120,150,False
990,1990,5,80,120,150,False
991,1991,8,79,118,150,False
992,1992,5,85,127,150,False
993,1993,8,76,114,150,False
994,1994,7,71,106,150,True
995,1995,7,100,150,150,False
996,1996,8,97,145,150,False
997,1997,2,85,127,150,False
998,1998,8,95,142,150,False
999,1999,3,86,129,150,False
1000,2000,5,100,150,150,False
1001,2001,5,90,135,150,False
1002,2002,2,95,142,150,False
1003,2003,1,92,138,150,False
1004,2004,4,90,135,150,False
1005,2005,7,79,118,150,False
1006,2006,7,82,123,150,False
1007,2007,5,98,147,150,False
1008,2008,4,90,135,150,False
1009,2009,2,94,141,150,False
1010,2010,8,100,150,150,False
1011,2011,8,90,135,150,False
1012,2012,6,87,130,150,False
1013,2013,2,90,135,150,False
1014,2014,1,76,114,150,False
1015,2015,1,98,147,150,False
1016,2016,3,96,144,150,False
1017,2017,7,89,133,150,False
1018,2018,4,91,136,150,False
1019,2019,6,84,126,150,False
1020,2020,4,89,133,150,False
1021,2021,7,86,129,150,False
1022,2022,4,80,120,150,False
1023,2023,1,85,127,150,False
1024,2024,6,96,144,150,False
1025,2025,1,84,126,150,False
1026,2026,5,94,141,150,False
1027,2027,7,90,135,150,False
1028,2028,7,100,150,150,False
1029,2029,7,75,112,150,False
1030,2030,5,83,124,150,False
1031,2031,2,100,150,150,False
1032,2032,8,88,132,150,False
1033,2033,8,100,150,150,False
1034,2034,8,97,145,150,False
1035,2035,6,86,129,150,False
1036,2036,8,86,129,150,False
1037,2037,7,94,141,150,False
1038,2038,6,78,117,150,False
1039,2039,1,88,132,150,False
1040,2040,6,96,144,150,False
1041,2041,2,91,136,150,False
1042,2042,1,86,129,150,False
1043,2043,6,69,103,150,True
1044,2044,2,77,115,150,False
1045,2045,4,84,126,150,False
1046,2046,3,92,138,150,False
1047,2047,3,80,120,150,False
1048,2048,1,91,136,150,False
1049,2049,5,81,121,150,False
1050,2050,6,83,124,150,False
1051,2051,1,88,132,150,False
1052,2052,5,91,136,150,False
1053,2053,4,87,130,150,False
1054,2054,4,83,124,150,False
1055,2055,7,100,150,150,False
1056,2056,7,80,120,150,False
1057,2057,2,93,139,150,False
1058,2058,5,86,129,150,False
1059,2059,4,100,150,150,False
1060,2060,3,87,130,150,False
1061,2061,6,94,141,150,False
1062,2062,5,87,130,150,False
1063,2063,6,87,130,150,False
1064,2064,2,89,133,150,False
1065,2065,7,100,150,150,False
1066,2066,8,77,115,150,False
1067,2067,7,92,138,150,False
1068,2068,8,84,126,150,False
1069,2069,5,81,121,150,False
1070,2070,2,89,133,150,False
1071,2071,4,91,136,150,False
1072,2072,6,95,142,150,False
1073,2073,3,89,133,150,False
1074,2074,3,89,133,150,False
1075,2075,3,94,141,150,False
1076,2076,8,96,144,150,False
1077,2077,3,94,141,150,False
1078,2078,8,92,138,150,False
1079,2079,8,85,127,150,False
1080,2080,4,86,129,150,False
1081,2081,7,75,112,150,False
1082,2082,6,87,130,150,False
1083,2083,6,93,139,150,False
1084,2084,6,84,126,150,False
1085,2085,4,89,133,150,False
1086,2086,1,93,139,150,False
1087,2087,4,98,147,150,False
1088,2088,1,95,142,150,False
1089,2089,5,92,138,150,False
1090,2090,5,83,124,150,False
1091,2091,8,85,127,150,False
1092,2092,4,76,114,150,False
1093,2093,1,81,121,150,False
1094,2094,8,93,139,150,False
1095,2095,7,100,150,150,False
1096,2096,6,97,145,150,False
1097,2097,5,92,138,150,False
1098,2098,5,78,117,150,False
1099,2099,1,95,142,150,False
1100,2100,1,80,120,150,False
1101,2101,7,85,127,150,False
1102,2102,7,82,123,150,False
1103,2103,2,85,127,150,False
1104,2104,3,81,121,150,False
1105,2105,5,88,132,150,False
1106,2106,6,82,123,150,False
1107,2107,8,88,132,150,False
1108,2108,3,87,130,150,False
1109,2109,5,84,126,150,False
1110,2110,3,86,129,150,False
1111,2111,6,94,141,150,False
1112,2112,4,88,132,150,False
1113,2113,7,82,123,150,False
1114,2114,8,88,132,150,False
1115,2115,8,82,123,150,False
1116,2116,4,94,141,150,False
1117,2117,5,81,121,150,False
1118,2118,7,84,126,150,False
1119,2119,1,74,111,150,True
1120,2120,3,100,150,150,False
1121,2121,6,77,115,150,False
1122,2122,2,96,144,150,False
1123,2123,7,83,124,150,False
1124,2124,5,86,129,150,False
1125,2125,2,93,139,150,False
1126,2126,7,79,118,150,False
1127,2127,2,100,150,150,False
1128,2128,6,96,144,150,False
1129,2129,3,76,114,150,False
1130,2130,6,84,126,150,False
1131,2131,7,68,102,150,True
1132,2132,2,87,130,150,False
1133,2133,7,78,117,150,False
1134,2134,3,100,150,150,False
1135,2135,3,92,138,150,False
1136,2136,1,86,129,150,False
1137,2137,4,84,126,150,False
1138,2138,1,100,150,150,False
1139,2139,8,82,123,150,False
1140,2140,5,89,133,150,False
1141,2141,4,92,138,150,False
1142,2142,5,89,133,150,False
1143,2143,6,82,123,150,False
1144,2144,6,91,136,150,False
1145,2145,3,99,148,150,False
1146,2146,2,92,138,150,False
1147,2147,1,84,126,150,False
1148,2148,6,96,144,150,False
1149,2149,1,79,118,150,False
1150,2150,8,86,129,150,False
1151,2151,3,96,144,150,False
1152,2152,3,82,123,150,False
1153,2153,5,99,148,150,False
1154,2154,4,92,138,150,False
1155,2155,2,78,117,150,False
1156,2156,2,84,126,150,False
1157,2157,3,93,139,150,False
1158,2158,5,91,136,150,False
1159,2159,6,100,150,150,False
1160,2160,2,93,139,150,False
1161,2161,5,82,123,150,False
1162,2162,1,82,123,150,False
1163,2163,6,83,124,150,False
1164,2164,7,93,139,150,False
1165,2165,6,69,103,150,True
1166,2166,6,68,102,150,True
1167,2167,5,86,129,150,False
1168,2168,2,87,130,150,False
1169,2169,4,91,136,150,False
1170,2170,8,83,124,150,False
1171,2171,1,86,129,150,False
1172,2172,1,90,135,150,False
1173,2173,2,82,123,150,False
1174,2174,8,78,117,150,False
1175,2175,5,88,132,150,False
1176,2176,2,78,117,150,False
1177,2177,8,81,121,150,False
1178,2178,6,84,126,150,False
1179,2179,8,66,99,150,True
1180,2180,7,81,121,150,False
1181,2181,6,89,133,150,False
1182,2182,2,79,118,150,False
1183,2183,3,84,126,150,False
1184,2184,5,76,114,150,False
1185,2185,1,88,132,150,False
1186,2186,8,79,118,150,False
1187,2187,3,84,126,150,False
1188,2188,8,85,127,150,False
1189,2189,2,97,145,150,False
1190,2190,2,81,121,150,False
1191,2191,4,100,150,150,False
1192,2192,7,81,121,150,False
1193,2193,6,93,139,150,False
1194,2194,3,78,117,150,False
1195,2195,7,79,118,150,False
1196,2196,5,83,124,150,False
1197,2197,6,89,133,150,False
1198,2198,7,77,115,150,False
1199,2199,3,83,124,150,False
1200,2200,4,73,109,150,True
1201,2201,2,88,132,150,False
1202,2202,4,100,150,150,False
1203,2203,5,95,142,150,False
1204,2204,7,86,129,150,False
1205,2205,8,83,124,150,False
1206,2206,4,88,132,150,False
1207,2207,6,93,139,150,False
1208,2208,2,91,136,150,False
1209,2209,7,87,130,150,False
1210,2210,2,100,150,150,False
1211,2211,4,88,132,150,False
1212,2212,6,78,117,150,False
1213,2213,4,81,121,150,False
1214,2214,7,81,121,150,False
1215,2215,2,86,129,150,False
1216,2216,8,80,120,150,False
1217,2217,4,81,121,150,False
1218,2218,1,84,126,150,False
1219,2219,6,89,133,150,False
1220,2220,1,91,136,150,False
1221,2221,4,99,148,150,False
1222,2222,6,85,127,150,False
1223,2223,5,94,141,150,False
1224,2224,3,80,120,150,False
1225,2225,3,89,133,150,False
1226,2226,2,93,139,150,False
1227,2227,1,89,133,150,False
1228,2228,5,90,135,150,False
1229,2229,4,92,138,150,False
1230,2230,2,88,132,150,False
1231,2231,8,89,133,150,False
1232,2232,3,100,150,150,False
1233,2233,6,84,126,150,False
1234,2234,5,88,132,150,False
1235,2235,4,82,123,150,False
1236,2236,8,87,130,150,False
1237,2237,6,81,121,150,False
1238,2238,3,87,130,150,False
1239,2239,8,94,141,150,False
1240,2240,4,90,135,150,False
1241,2241,2,100,150,150,False
1242,2242,6,89,133,150,False
1243,2243,4,89,133,150,False
1244,2244,6,88,132,150,False
1245,2245,7,90,135,150,False
1246,2246,7,86,129,150,False
1247,2247,4,81,121,150,False
1248,2248,6,76,114,150,False
1249,2249,1,93,139,150,False
1250,2250,1,84,126,150,False
1251,2251,4,77,115,150,False
1252,2252,6,99,148,150,False
1253,2253,5,83,124,150,False
1254,2254,8,100,150,150,False
1255,2255,2,95,142,150,False
1256,2256,2,100,150,150,False
1257,2257,7,89,133,150,False
1258,2258,1,100,150,150,False
1259,2259,6,76,114,150,False
1260,2260,2,75,112,150,False
1261,2261,6,70,105,150,True
1262,2262,5,100,150,150,False
1263,2263,4,84,126,150,False
1264,2264,4,91,136,150,False
1265,2265,3,89,133,150,False
1266,2266,2,89,133,150,False
1267,2267,4,88,132,150,False
1268,2268,4,84,126,150,False
1269,2269,1,85,127,150,False
1270,2270,2,96,144,150,False
1271,2271,7,89,133,150,False
1272,2272,1,81,121,150,False
1273,2273,2,81,121,150,False
1274,2274,5,86,129,150,False
1275,2275,3,86,129,150,False
1276,2276,3,91,136,150,False
1277,2277,5,94,141,150,False
1278,2278,7,84,126,150,False
1279,2279,3,91,136,150,False
1280,2280,5,82,123,150,False
1281,2281,6,85,127,150,False
1282,2282,1,86,129,150,False
1283,2283,4,94,141,150,False
1284,2284,6,87,130,150,False
1285,2285,5,93,139,150,False
1286,2286,1,97,145,150,False
1287,2287,2,78,117,150,False
1288,2288,4,83,124,150,False
1289,2289,7,87,130,150,False
1290,2290,7,83,124,150,False
1291,2291,2,85,127,150,False
1292,2292,7,77,115,150,False
1293,2293,1,90,135,150,False
1294,2294,5,74,111,150,True
1295,2295,4,78,117,150,False
1296,2296,2,85,127,150,False
1297,2297,2,98,147,150,False
1298,2298,4,83,124,150,False
1299,2299,3,79,118,150,False
1300,2300,3,90,135,150,False
1301,2301,3,94,141,150,False
1302,2302,2,83,124,150,False
1303,2303,8,82,123,150,False
1304,2304,7,91,136,150,False
1305,2305,7,89,133,150,False
1306,2306,3,80,120,150,False
1307,2307,3,84,126,150,False
1308,2308,3,96,144,150,False
1309,2309,3,91,136,150,False
1310,2310,8,77,115,150,False
1311,2311,5,92,138,150,False
1312,2312,1,87,130,150,False
1313,2313,1,84,126,150,False
1314,2314,1,90,135,150,False
1315,2315,2,79,118,150,False
1316,2316,3,86,129,150,False
1317,2317,1,90,135,150,False
1318,2318,6,77,115,150,False
1319,2319,4,65,97,150,True
1320,2320,1,92,138,150,False
1321,2321,1,92,138,150,False
1322,2322,6,82,123,150,False
1323,2323,2,91,136,150,False
1324,2324,4,88,132,150,False
1325,2325,5,92,138,150,False
1326,2326,7,86,129,150,False
1327,2327,4,100,150,150,False
1328,2328,2,90,135,150,False
1329,2329,1,80,120,150,False
1330,2330,1,93,139,150,False
1331,2331,1,85,127,150,False
1332,2332,5,87,130,150,False
1333,2333,3,76,114,150,False
1334,2334,7,85,127,150,False
1335,2335,3,83,124,150,False
1336,2336,3,100,150,150,False
1337,2337,8,82,123,150,False
1338,2338,3,97,145,150,False
1339,2339,8,64,96,150,True
1340,2340,7,87,130,150,False
1341,2341,2,84,126,150,False
1342,2342,8,92,138,150,False
1343,2343,1,74,111,150,True
1344,2344,8,82,123,150,False
1345,2345,2,87,130,150,False
1346,2346,1,96,144,150,False
1347,2347,8,100,150,150,False
1348,2348,1,73,109,150,True
1349,2349,7,77,115,150,False
1350,2350,8,100,150,150,False
1351,2351,8,74,111,150,True
1352,2352,5,100,150,150,False
1353,2353,8,84,126,150,False
1354,2354,5,82,123,150,False
1355,2355,8,99,148,150,False
1356,2356,6,87,130,150,False
1357,2357,1,83,124,150,False
1358,2358,6,85,127,150,False
1359,2359,5,91,136,150,False
1360,2360,6,79,118,150,False
1361,2361,8,83,124,150,False
1362,2362,6,93,139,150,False
1363,2363,1,85,127,150,False
1364,2364,3,93,139,150,False
1365,2365,6,96,144,150,False
1366,2366,6,93,139,150,False
1367,2367,6,86,129,150,False
1368,2368,1,71,106,150,True
1369,2369,1,91,136,150,False
1370,2370,3,91,136,150,False
1371,2371,2,67,100,150,True
1372,2372,1,82,123,150,False
1373,2373,2,82,123,150,False
1374,2374,1,85,127,150,False
1375,2375,4,88,132,150,False
1376,2376,6,100,150,150,False
1377,2377,6,93,139,150,False
1378,2378,7,96,144,150,False
1379,2379,4,91,136,150,False
1380,2380,2,91,136,150,False
1381,2381,2,93,139,150,False
1382,2382,6,89,133,150,False
1383,2383,1,71,106,150,True
1384,2384,8,83,124,150,False
1385,2385,7,89,133,150,False
1386,2386,8,79,118,150,False
1387,2387,8,87,130,150,False
1388,2388,5,88,132,150,False
1389,2389,4,77,115,150,False
1390,2390,5,88,132,150,False
1391,2391,3,82,123,150,False
1392,2392,8,91,136,150,False
1393,2393,4,87,130,150,False
1394,2394,7,98,147,150,False
1395,2395,5,84,126,150,False
1396,2396,2,88,132,150,False
1397,2397,8,100,150,150,False
1398,2398,3,89,133,150,False
1399,2399,3,82,123,150,False
1400,2400,4,91,136,150,False
1401,2401,5,78,117,150,False
1402,2402,4,81,121,150,False
1403,2403,3,90,135,150,False
1404,2404,1,91,136,150,False
1405,2405,6,83,124,150,False
1406,2406,8,87,130,150,False
1407,2407,5,85,127,150,False
1408,2408,2,73,109,150,True
1409,2409,6,91,136,150,False
1410,2410,3,82,123,150,False
1411,2411,5,84,126,150,False
1412,2412,5,89,133,150,False
1413,2413,2,83,124,150,False
1414,2414,6,70,105,150,True
1415,2415,1,81,121,150,False
1416,2416,4,85,127,150,False
1417,2417,4,94,141,150,False
1418,2418,7,84,126,150,False
1419,2419,1,86,129,150,False
1420,2420,6,86,129,150,False
1421,2421,2,86,129,150,False
1422,2422,4,87,130,150,False
1423,2423,4,93,139,150,False
1424,2424,6,100,150,150,False
1425,2425,3,100,150,150,False
1426,2426,7,95,142,150,False
1427,2427,4,80,120,150,False
1428,2428,6,77,115,150,False
1429,2429,7,88,132,150,False
1430,2430,5,87,130,150,False
1431,2431,8,87,130,150,False
1432,2432,1,71,106,150,True
1433,2433,8,72,108,150,True
1434,2434,5,81,121,150,False
1435,2435,6,93,139,150,False
1436,2436,6,81,121,150,False
1437,2437,7,97,145,150,False
1438,2438,4,95,142,150,False
1439,2439,2,87,130,150,False
1440,2440,3,86,129,150,False
1441,2441,8,100,150,150,False
1442,2442,3,94,141,150,False
1443,2443,5,67,100,150,True
1444,2444,8,91,136,150,False
1445,2445,4,96,144,150,False
1446,2446,3,75,112,150,False
1447,2447,1,70,105,150,True
1448,2448,7,96,144,150,False
1449,2449,4,86,129,150,False
1450,2450,1,76,114,150,False
1451,2451,8,79,118,150,False
1452,2452,8,88,132,150,False
1453,2453,4,75,112,150,False
1454,2454,5,67,100,150,True
1455,2455,8,91,136,150,False
1456,2456,3,86,129,150,False
1457,2457,4,81,121,150,False
1458,2458,1,90,135,150,False
1459,2459,7,94,141,150,False
1460,2460,2,90,135,150,False
1461,2461,1,92,138,150,False
1462,2462,1,92,138,150,False
1463,2463,7,91,136,150,False
1464,2464,6,85,127,150,False
1465,2465,1,94,141,150,False
1466,2466,5,78,117,150,False
1467,2467,6,92,138,150,False
1468,2468,1,92,138,150,False
1469,2469,4,93,139,150,False
1470,2470,1,90,135,150,False
1471,2471,1,77,115,150,False
1472,2472,8,82,123,150,False
1473,2473,5,88,132,150,False
1474,2474,4,86,129,150,False
1475,2475,7,100,150,150,False
1476,2476,3,90,135,150,False
1477,2477,4,88,132,150,False
1478,2478,4,74,111,150,True
1479,2479,8,88,132,150,False
1480,2480,1,65,97,150,True
1481,2481,7,89,133,150,False
1482,2482,5,100,150,150,False
1483,2483,4,85,127,150,False
1484,2484,6,85,127,150,False
1485,2485,5,75,112,150,False
1486,2486,7,84,126,150,False
1487,2487,5,89,133,150,False
1488,2488,4,81,121,150,False
1489,2489,4,98,147,150,False
1490,2490,4,100,150,150,False
1491,2491,2,81,121,150,False
1492,2492,3,87,130,150,False
1493,2493,3,93,139,150,False
1494,2494,2,96,144,150,False
1495,2495,5,82,123,150,False
1496,2496,6,86,129,150,False
1497,2497,6,98,147,150,False
1498,2498,7,84,126,150,False
1499,2499,1,90,135,150,False
1500,2500,2,84,126,150,False
1501,2501,8,100,150,150,False
1502,2502,2,77,115,150,False
1503,2503,1,100,150,150,False
1504,2504,4,90,135,150,False
1505,2505,1,89,133,150,False
1506,2506,6,89,133,150,False
1507,2507,4,85,127,150,False
1508,2508,5,84,126,150,False
1509,2509,3,79,118,150,False
1510,2510,4,89,133,150,False
1511,2511,3,89,133,150,False
1512,2512,3,88,132,150,False
1513,2513,5,88,132,150,False
1514,2514,1,79,118,150,False
1515,2515,3,90,135,150,False
1516,2516,2,86,129,150,False
1517,2517,2,78,117,150,False
1518,2518,8,77,115,150,False
1519,2519,5,85,127,150,False
1520,2520,4,100,150,150,False
1521,2521,4,70,105,150,True
1522,2522,8,84,126,150,False
1523,2523,7,100,150,150,False
1524,2524,6,95,142,150,False
1525,2525,2,81,121,150,False
1526,2526,5,89,133,150,False
1527,2527,2,96,144,150,False
1528,2528,4,96,144,150,False
1529,2529,5,89,133,150,False
1530,2530,4,85,127,150,False
1531,2531,7,79,118,150,False
1532,2532,8,86,129,150,False
1533,2533,3,86,129,150,False
1534,2534,5,85,127,150,False
1535,2535,4,78,117,150,False
1536,2536,8,80,120,150,False
1537,2537,6,100,150,150,False
1538,2538,1,89,133,150,False
1539,2539,8,86,129,150,False
1540,2540,3,79,118,150,False
1541,2541,3,85,127,150,False
1542,2542,2,87,130,150,False
1543,2543,5,100,150,150,False
1544,2544,6,89,133,150,False
1545,2545,8,86,129,150,False
1546,2546,1,93,139,150,False
1547,2547,6,90,135,150,False
1548,2548,6,97,145,150,False
1549,2549,8,94,141,150,False
1550,2550,1,96,144,150,False
1551,2551,5,90,135,150,False
1552,2552,3,90,135,150,False
1553,2553,8,89,133,150,False
1554,2554,2,93,139,150,False
1555,2555,4,76,114,150,False
1556,2556,8,81,121,150,False
1557,2557,4,99,148,150,False
1558,2558,2,84,126,150,False
1559,2559,3,99,148,150,False
1560,2560,3,89,133,150,False
1561,2561,8,75,112,150,False
1562,2562,6,98,147,150,False
1563,2563,5,100,150,150,False
1564,2564,4,96,144,150,False
1565,2565,2,91,136,150,False
1566,2566,3,84,126,150,False
1567,2567,3,90,135,150,False
1568,2568,7,100,150,150,False
1569,2569,6,97,145,150,False
1570,2570,5,78,117,150,False
1571,2571,5,92,138,150,False
1572,2572,4,100,150,150,False
1573,2573,8,81,121,150,False
1574,2574,8,85,127,150,False
1575,2575,1,86,129,150,False
1576,2576,1,90,135,150,False
1577,2577,8,94,141,150,False
1578,2578,8,85,127,150,False
1579,2579,7,81,121,150,False
1580,2580,1,92,138,150,False
1581,2581,8,84,126,150,False
1582,2582,2,92,138,150,False
1583,2583,8,92,138,150,False
1584,2584,5,84,126,150,False
1585,2585,7,88,132,150,False
1586,2586,4,100,150,150,False
1587,2587,5,81,121,150,False
1588,2588,7,74,111,150,True
1589,2589,8,81,121,150,False
1590,2590,6,85,127,150,False
1591,2591,1,94,141,150,False
1592,2592,3,100,150,150,False
1593,2593,3,89,133,150,False
1594,2594,5,73,109,150,True
1595,2595,5,94,141,150,False
1596,2596,4,88,132,150,False
1597,2597,1,77,115,150,False
1598,2598,2,86,129,150,False
1599,2599,2,78,117,150,False
1600,2600,6,94,141,150,False
1601,2601,2,80,120,150,False
1602,2602,1,81,121,150,False
1603,2603,8,66,99,150,True
1604,2604,2,73,109,150,True
1605,2605,3,92,138,150,False
1606,2606,1,89,133,150,False
1607,2607,1,90,135,150,False
1608,2608,4,86,129,150,False
1609,2609,3,100,150,150,False
1610,2610,1,95,142,150,False
1611,2611,5,94,141,150,False
1612,2612,1,79,118,150,False
1613,2613,4,94,141,150,False
1614,2614,8,87,130,150,False
1615,2615,7,81,121,150,False
1616,2616,4,82,123,150,False
1617,2617,4,82,123,150,False
1618,2618,6,75,112,150,False
1619,2619,8,67,100,150,True
1620,2620,6,86,129,150,False
1621,2621,8,98,147,150,False
1622,2622,7,86,129,150,False
1623,2623,1,97,145,150,False
1624,2624,2,84,126,150,False
1625,2625,7,98,147,150,False
1626,2626,6,95,142,150,False
1627,2627,5,88,132,150,False
1628,2628,3,82,123,150,False
1629,2629,1,94,141,150,False
1630,2630,3,90,135,150,False
1631,2631,6,90,135,150,False
1632,2632,2,80,120,150,False
1633,2633,4,71,106,150,True
1634,2634,3,94,141,150,False
1635,2635,6,73,109,150,True
1636,2636,3,86,129,150,False
1637,2637,6,81,121,150,False
1638,2638,4,86,129,150,False
1639,2639,7,87,130,150,False
1640,2640,3,93,139,150,False
1641,2641,6,83,124,150,False
1642,2642,8,91,136,150,False
1643,2643,5,88,132,150,False
1644,2644,3,89,133,150,False
1645,2645,8,99,148,150,False
1646,2646,6,83,124,150,False
1647,2647,6,89,133,150,False
1648,2648,5,98,147,150,False
1649,2649,4,95,142,150,False
1650,2650,7,94,141,150,False
1651,2651,2,85,127,150,False
1652,2652,5,78,117,150,False
1653,2653,6,97,145,150,False
1654,2654,8,78,117,150,False
1655,2655,7,72,108,150,True
1656,2656,2,86,129,150,False
1657,2657,5,89,133,150,False
1658,2658,3,90,135,150,False
1659,2659,6,97,145,150,False
1660,2660,5,87,130,150,False
1661,2661,4,89,133,150,False
1662,2662,1,83,124,150,False
1663,2663,3,82,123,150,False
1664,2664,8,61,91,150,True
1665,2665,1,87,130,150,False
1666,2666,5,88,132,150,False
1667,2667,6,79,118,150,False
1668,2668,6,85,127,150,False
1669,2669,3,88,132,150,False
1670,2670,7,89,133,150,False
1671,2671,4,92,138,150,False
1672,2672,1,83,124,150,False
1673,2673,6,100,150,150,False
1674,2674,2,72,108,150,True
1675,2675,5,91,136,150,False
1676,2676,7,89,133,150,False
1677,2677,4,92,138,150,False
1678,2678,5,95,142,150,False
1679,2679,1,100,150,150,False
1680,2680,4,92,138,150,False
1681,2681,5,86,129,150,False
1682,2682,8,92,138,150,False
1683,2683,8,75,112,150,False
1684,2684,7,100,150,150,False
1685,2685,3,76,114,150,False
1686,2686,8,76,114,150,False
1687,2687,3,79,118,150,False
1688,2688,1,73,109,150,True
1689,2689,3,99,148,150,False
1690,2690,5,94,141,150,False
1691,2691,6,78,117,150,False
1692,2692,2,71,106,150,True
1693,2693,8,79,118,150,False
1694,2694,2,95,142,150,False
1695,2695,4,86,129,150,False
1696,2696,5,92,138,150,False
1697,2697,6,81,121,150,False
1698,2698,2,80,120,150,False
1699,2699,7,80,120,150,False
1700,2700,7,90,135,150,False
1701,2701,7,87,130,150,False
1702,2702,5,90,135,150,False
1703,2703,4,82,123,150,False
1704,2704,4,89,133,150,False
1705,2705,8,76,114,150,False
1706,2706,6,85,127,150,False
1707,2707,7,76,114,150,False
1708,2708,3,77,115,150,False
1709,2709,5,81,121,150,False
1710,2710,3,82,123,150,False
1711,2711,2,82,123,150,False
1712,2712,6,88,132,150,False
1713,2713,8,87,130,150,False
1714,2714,3,83,124,150,False
1715,2715,7,99,148,150,False
1716,2716,8,100,150,150,False
1717,2717,3,80,120,150,False
1718,2718,6,95,142,150,False
1719,2719,7,94,141,150,False
1720,2720,2,84,126,150,False
1721,2721,7,85,127,150,False
1722,2722,1,83,124,150,False
1723,2723,3,86,129,150,False
1724,2724,4,95,142,150,False
1725,2725,7,81,121,150,False
1726,2726,2,84,126,150,False
1727,2727,5,74,111,150,True
1728,2728,8,86,129,150,False
1729,2729,2,92,138,150,False
1730,2730,1,80,120,150,False
1731,2731,7,84,126,150,False
1732,2732,3,99,148,150,False
1733,2733,7,95,142,150,False
1734,2734,2,96,144,150,False
1735,2735,2,81,121,150,False
1736,2736,1,83,124,150,False
1737,2737,7,89,133,150,False
1738,2738,1,83,124,150,False
1739,2739,4,100,150,150,False
1740,2740,8,87,130,150,False
1741,2741,1,87,130,150,False
1742,2742,1,78,117,150,False
1743,2743,8,89,133,150,False
1744,2744,4,95,142,150,False
1745,2745,1,77,115,150,False
1746,2746,2,87,130,150,False
1747,2747,1,78,117,150,False
1748,2748,3,86,129,150,False
1749,2749,5,88,132,150,False
1750,2750,6,84,126,150,False
1751,2751,3,80,120,150,False
1752,2752,6,87,130,150,False
1753,2753,5,71,106,150,True
1754,2754,6,93,139,150,False
1755,2755,5,77,115,150,False
1756,2756,6,85,127,150,False
1757,2757,2,81,121,150,False
1758,2758,6,92,138,150,False
1759,2759,2,86,129,150,False
1760,2760,7,82,123,150,False
1761,2761,3,90,135,150,False
1762,2762,5,100,150,150,False
1763,2763,7,100,150,150,False
1764,2764,2,76,114,150,False
1765,2765,2,96,144,150,False
1766,2766,4,91,136,150,False
1767,2767,2,78,117,150,False
1768,2768,7,81,121,150,False
1769,2769,1,92,138,150,False
1770,2770,8,82,123,150,False
1771,2771,7,80,120,150,False
1772,2772,7,80,120,150,False
1773,2773,1,86,129,150,False
1774,2774,8,100,150,150,False
1775,2775,8,95,142,150,False
1776,2776,6,83,124,150,False
1777,2777,3,96,144,150,False
1778,2778,8,91,136,150,False
1779,2779,4,88,132,150,False
1780,2780,3,89,133,150,False
1781,2781,7,80,120,150,False
1782,2782,5,93,139,150,False
1783,2783,6,85,127,150,False
1784,2784,1,85,127,150,False
1785,2785,2,96,144,150,False
1786,2786,8,85,127,150,False
1787,2787,5,85,127,150,False
1788,2788,4,93,139,150,False
1789,2789,7,89,133,150,False
1790,2790,4,98,147,150,False
1791,2791,1,93,139,150,False
1792,2792,1,90,135,150,False
1793,2793,6,96,144,150,False
1794,2794,3,97,145,150,False
1795,2795,8,89,133,150,False
1796,2796,8,81,121,150,False
1797,2797,3,94,141,150,False
1798,2798,1,88,132,150,False
1799,2799,7,77,115,150,False
1800,2800,3,88,132,150,False
1801,2801,8,95,142,150,False
1802,2802,8,94,141,150,False
1803,2803,4,94,141,150,False
1804,2804,5,78,117,150,False
